"","bo_year_rank","worldwidegross","domesticgross","overseasgross","runtimeMinutes","averageRating","numVotes","Hcluster","km.cluster"
"915",68,93300000,29000000,64200000,109,6,25518,5,4
"916",68,102700000,54700000,48000000,88,6.6,179602,4,8
"917",68,103000000,23000000,80000000,119,6.3,206514,6,2
"918",68,100100000,37700000,62400000,98,7.6,89549,6,8
"919",69,25000000,2200000,22900000,130,4.3,4648,7,3
"920",69,59800000,57300000,2500000,98,6.1,34230,5,4
"921",69,76500000,60100000,16400000,91,7,127829,4,8
"922",69,76700000,39800000,36900000,104,6.2,94678,8,4
"923",69,85200000,43100000,42100000,87,6.3,181882,4,4
"924",69,84800000,48500000,36200000,83,2.8,55207,7,3
"925",69,87800000,37000000,50800000,127,7.1,128493,6,2
"926",69,77600000,35200000,42400000,98,6.4,185831,4,4
"927",69,78500000,40100000,38400000,101,6,81206,5,4
"928",69,91300000,61000000,30300000,109,6.4,162723,4,2
"929",69,101800000,53300000,48500000,83,4.2,33743,7,3
"930",69,113200000,50700000,62500000,95,5.6,113633,5,4
"931",69,90300000,43200000,47100000,86,5.1,8504,5,4
"932",70,98500000,65200000,33200000,94,6.2,104154,5,4
"933",70,59500000,35300000,24200000,90,3.6,19689,7,3
"934",70,63800000,41500000,22200000,115,6.4,36303,6,2
"935",70,59200000,37900000,21300000,90,6.2,103977,5,4
"936",70,75700000,33700000,42000000,136,5.5,85329,7,1
"937",70,72300000,34400000,37900000,108,8.3,837113,2,6
"938",70,83100000,32900000,50200000,130,6.4,57071,6,2
"939",70,77700000,26800000,50900000,115,6.7,98042,6,2
"940",70,84600000,72800000,11800000,92,7,63403,4,8
"941",70,98000000,37400000,60600000,104,7,222692,6,2
"942",70,89500000,39400000,50100000,119,6.4,71980,6,2
"943",70,99400000,60500000,38900000,101,6.5,95483,4,4
"944",70,98300000,42000000,56300000,119,6.4,146381,6,2
"945",71,98300000,45100000,53200000,99,8,12,4,8
"946",71,57800000,40300000,17400000,123,6.2,49096,6,2
"947",71,73500000,31200000,42300000,135,5.5,86903,7,1
"948",71,62300000,51400000,10800000,99,5.2,17803,5,4
"949",71,72200000,24000000,48200000,120,5.9,79735,6,4
"950",71,82500000,33600000,48900000,129,7.4,126480,6,2
"951",71,76200000,40200000,36000000,158,8.1,470591,2,6
"952",71,77500000,30700000,46800000,110,6.1,97864,8,4
"953",71,78100000,40600000,37600000,125,6.1,45529,6,2
"954",71,97100000,38200000,59000000,111,6.1,120059,5,4
"955",71,89000000,63000000,26100000,107,5.9,76127,5,4
"956",71,96300000,66500000,29700000,109,6.5,112396,4,2
"957",71,83700000,16000000,67700000,128,6.1,80152,6,2
"958",71,97600000,71300000,26200000,115,6.7,98260,6,2
"959",71,98300000,45100000,53200000,129,8.1,373469,3,6
"960",71,100500000,84500000,16000000,97,4.9,44944,5,4
"961",72,21800000,15500000,6300000,102,6.6,8262,8,8
"962",72,82900000,747000,82100000,101,6.5,649,8,8
"963",72,56400000,24400000,32000000,120,6.1,46723,6,2
"964",72,58300000,39500000,18800000,90,5.3,92716,5,4
"965",72,61100000,37200000,23900000,93,3.5,37234,7,3
"966",72,71400000,67400000,4000000,117,7,71146,6,2
"967",72,82800000,48800000,34000000,105,5.8,54128,5,4
"968",72,86900000,73000000,13800000,114,5.9,92593,5,4
"969",72,76100000,18200000,57900000,96,6.2,141423,8,4
"970",72,75700000,36300000,39400000,105,6.4,189376,4,4
"971",72,77500000,55400000,22100000,92,5.9,56931,5,4
"972",72,96100000,91500000,4500000,122,6.6,41370,6,2
"973",72,114500000,54800000,59700000,105,5.8,60539,5,4
"974",72,103000000,38100000,64900000,92,5.8,59381,5,4
"975",73,18600000,10500000,8100000,97,6,46,5,4
"976",73,54700000,32700000,22000000,116,4.6,37817,7,3
"977",73,55700000,33500000,22200000,123,7.2,108011,6,2
"978",73,77900000,34600000,43300000,113,6.6,103030,6,2
"979",73,70100000,6500000,63600000,133,7.6,68555,6,2
"980",73,77900000,34600000,43300000,105,6.1,499,8,4
"981",73,75500000,61400000,14200000,109,5.4,21152,5,4
"982",73,75200000,22900000,52300000,119,7.3,180931,6,2
"983",73,96000000,33000000,63000000,114,6,86461,5,4
"984",73,80500000,44900000,35600000,140,7,72974,6,2
"985",73,112300000,46800000,65500000,110,6.1,75472,5,4
"986",73,93900000,25000000,68900000,122,6.9,110447,6,2
"987",73,83800000,33600000,50100000,87,4.2,13463,7,3
"988",73,88100000,67500000,20500000,134,6.2,120017,6,2
"989",73,97500000,33400000,64100000,98,7.3,181380,4,8
"990",74,79300000,44100000,35300000,127,7.3,170462,3,2
"991",74,53400000,36800000,16600000,106,5.7,19283,5,4
"992",74,54200000,45200000,9000000,89,5.6,23470,5,4
"993",74,70100000,51400000,18600000,95,5.9,75930,5,4
"994",74,72100000,22500000,49600000,90,5.6,90417,5,4
"995",74,76900000,32100000,44800000,121,5.1,49932,5,4
"996",74,75500000,39600000,35900000,113,6.6,157125,6,2
"997",74,83200000,25000000,58200000,88,5.4,82212,5,4
"998",74,78600000,6600000,72000000,111,7,40559,8,2
"999",74,76700000,41600000,35100000,123,6.9,177786,6,2
"1000",74,110200000,72100000,38100000,103,7.2,265366,3,2
"1001",74,95400000,72300000,23100000,113,6.9,21022,6,2
"1002",74,92000000,52400000,39500000,124,7.4,202914,3,2
"1003",75,53200000,39200000,13900000,109,7.1,215740,6,2
"1004",75,57600000,56400000,1200000,118,5.8,31862,5,4
"1005",75,65800000,33800000,32000000,118,5.7,49253,5,4
"1006",75,76700000,67300000,9400000,136,7.3,113984,6,2
"1007",75,71200000,25900000,45400000,75,4.5,60414,7,3
"1008",75,85400000,49100000,36300000,92,5.9,54134,5,4
"1009",75,78100000,36300000,41800000,108,6.1,46176,8,4
"1010",75,91600000,24800000,66800000,95,5.4,86548,5,4
"1011",75,93500000,44700000,48800000,119,6.3,181354,6,2
"1012",75,109900000,34900000,75000000,112,5.2,92159,5,4
"1013",75,100000000,51700000,48300000,115,6.7,155413,6,2
"1014",75,86000000,33100000,52900000,122,6.6,29357,6,2
"1015",75,78100000,54700000,23400000,100,6.5,92131,4,4
"1016",75,88900000,54200000,34600000,122,7.3,70759,6,2
"1017",76,85500000,32000000,53500000,109,6.3,89098,8,4
"1018",76,76100000,47800000,28200000,132,7.2,85903,6,2
"1019",76,16100000,2700000,13400000,166,3.6,8832,7,1
"1020",76,56700000,31900000,24800000,115,6.2,50348,6,4
"1021",76,65600000,36900000,28700000,116,7.3,118763,6,2
"1022",76,69600000,58200000,11500000,95,5.9,42193,5,4
"1023",76,72600000,24100000,48500000,122,7.6,280305,3,2
"1024",76,76300000,31500000,44800000,111,7.5,93619,6,2
"1025",76,75900000,35900000,40000000,92,5.6,39820,5,4
"1026",76,89800000,36400000,53400000,110,6,220064,4,4
"1027",76,81100000,43300000,37800000,117,6.6,85420,6,2
"1028",76,96900000,57400000,39600000,132,6.3,26725,6,2
"1029",76,88800000,43000000,45700000,101,7.4,475057,3,6
"1030",77,84900000,46900000,38000000,121,7.6,334932,3,2
"1031",77,76000000,42400000,33600000,129,6.9,69232,6,2
"1032",77,15400000,15000000,377000,104,5.7,4998,5,4
"1033",77,56300000,25900000,30400000,123,7.4,75464,6,2
"1034",77,50800000,35000000,15800000,106,5.6,29771,5,4
"1035",77,65500000,497000,65000000,84,5.8,37926,5,4
"1036",77,68900000,36600000,32300000,97,4.5,38246,5,3
"1037",77,73300000,15800000,57500000,128,7.6,74895,6,2
"1038",77,72800000,42300000,30500000,110,5.5,91484,5,4
"1039",77,70400000,48200000,22200000,97,5.5,75095,5,4
"1040",77,73800000,68300000,5600000,108,5,27517,5,4
"1041",77,89200000,37700000,51500000,100,5.4,103253,5,4
"1042",77,80500000,36700000,43900000,82,3.4,44466,7,3
"1043",77,89300000,64500000,24900000,85,5.7,186838,4,4
"1044",77,83500000,686000,82800000,135,6.8,8175,6,2
"1045",78,87300000,5600000,81800000,161,6,19521,7,1
"1046",78,44100000,40200000,3900000,106,6.4,26610,8,4
"1047",78,50100000,44700000,5300000,118,6.6,55064,6,2
"1048",78,55200000,35700000,19400000,119,6.4,71853,6,2
"1049",78,63100000,35700000,27400000,104,5.6,54910,5,4
"1050",78,70700000,39100000,31600000,102,5,44789,5,4
"1051",78,73100000,24000000,49100000,109,5.7,42809,5,4
"1052",78,79200000,53000000,26100000,105,6.5,87093,4,4
"1053",78,71600000,51900000,19700000,146,6.3,109966,6,1
"1054",78,88000000,8000000,80000000,172,5.4,40859,7,1
"1055",79,75500000,26000000,49400000,102,7.7,109287,6,8
"1056",79,70000000,35600000,34400000,109,7.9,433984,3,6
"1057",79,43400000,35900000,7400000,130,7.4,36040,6,2
"1058",79,55000000,32100000,22900000,96,5.9,78723,5,4
"1059",79,65500000,32700000,32800000,103,6.2,75736,8,4
"1060",79,79800000,64500000,15300000,101,6.6,67494,4,8
"1061",79,81500000,35300000,46200000,87,6.9,90599,4,8
"1062",79,84900000,37300000,47600000,137,6.5,116921,6,2
"1063",79,94100000,35600000,58500000,102,5.9,103592,5,4
"1064",79,87100000,15300000,71800000,123,7.8,270598,3,2
"1065",80,75300000,33600000,41800000,117,6,54903,6,4
"1066",80,47400000,32500000,14800000,122,7.9,237276,3,2
"1067",80,43100000,33400000,9700000,94,5.4,8357,5,4
"1068",80,54600000,35100000,19600000,104,5.5,85598,5,4
"1069",80,62200000,30300000,31900000,94,5.3,41366,5,4
"1070",80,64400000,64400000,67600,135,7.5,43796,6,2
"1071",80,69800000,58400000,11500000,87,6.5,14624,5,8
"1072",80,68800000,32100000,36700000,108,5.3,109191,5,4
"1073",80,65600000,26400000,39200000,109,6.8,103516,8,2
"1074",80,69800000,36800000,33000000,122,6.7,55950,6,2
"1075",80,83200000,45100000,38100000,105,5.8,114808,5,4
"1076",80,83100000,27800000,55300000,102,4.5,34861,5,3
"1077",80,69000000,32400000,36500000,94,6.2,122444,8,4
"1078",80,81300000,70000000,11300000,110,6.5,64093,4,2
"1079",80,86200000,49900000,36300000,129,6.4,189720,6,2
"1080",80,86200000,14900000,71300000,112,6,30752,5,4
"1081",81,81700000,1500000,80100000,137,7.8,10072,6,2
"1082",81,47300000,28900000,18300000,97,5.3,24512,5,4
"1083",81,40000000,33400000,6500000,95,4.9,35866,5,3
"1084",81,53000000,48400000,4600000,88,5.4,32976,5,4
"1085",81,60400000,16300000,44100000,124,7.7,214437,6,2
"1086",81,62200000,19200000,43000000,109,7.1,13720,8,8
"1087",81,67900000,22800000,45100000,105,6.2,38405,8,4
"1088",81,69600000,41800000,27800000,107,6.4,150466,4,4
"1089",81,68800000,49400000,19300000,102,5.3,61185,5,4
"1090",81,64800000,30100000,34700000,81,4.5,10190,7,3
"1091",81,69500000,42700000,26800000,102,5.7,36031,5,4
"1092",81,75700000,64000000,11700000,94,6.2,39238,5,4
"1093",81,84400000,47100000,37300000,141,7.4,165262,6,2
"1094",81,72300000,39300000,33000000,103,5.8,15675,5,4
"1095",81,93300000,41000000,52300000,98,6.5,87937,4,4
"1096",81,74700000,31100000,43600000,119,6.5,120851,6,2
"1097",82,88900000,59700000,29200000,94,6,26319,5,4
"1098",82,71500000,7900000,63600000,155,7.9,41948,7,1
"1099",82,47100000,27300000,19800000,113,7.5,159696,6,2
"1100",82,64800000,30100000,34800000,111,7.2,167081,6,2
"1101",82,52300000,30300000,22000000,104,6.1,35180,8,4
"1102",82,60400000,34500000,25900000,109,7.3,126185,6,2
"1103",82,67200000,46800000,20400000,89,4.2,28741,7,3
"1104",82,62000000,61300000,695000,118,7.2,54855,6,2
"1105",82,68800000,41000000,27800000,89,5.7,76124,5,4
"1106",82,68200000,27700000,40500000,90,6,94643,5,4
"1107",82,75000000,58400000,16600000,92,7.1,334859,3,8
"1108",82,82100000,28100000,54000000,106,5.1,73157,5,4
"1109",82,77700000,48100000,29600000,110,6.8,201634,6,2
"1110",82,80400000,51200000,29200000,107,6.4,29380,8,4
"1111",82,82100000,28100000,54000000,84,5.2,11,5,4
"1112",82,72600000,16000000,56600000,96,5.2,36702,5,4
"1113",83,88500000,31000000,57500000,97,6.8,80626,4,8
"1114",83,79000000,49000000,30000000,94,7.4,185143,4,8
"1115",83,47100000,33000000,14000000,99,4.8,30609,5,3
"1116",83,39400000,25600000,13800000,92,4.8,22451,5,3
"1117",83,52200000,31600000,20600000,96,6.8,109040,4,8
"1118",83,58900000,43600000,15300000,113,6.7,43777,8,2
"1119",83,61300000,28300000,33000000,97,6.3,42661,8,4
"1120",83,68700000,13800000,54900000,141,7.9,147378,3,2
"1121",83,69300000,43800000,25500000,91,5.3,36511,5,4
"1122",83,78400000,32000000,46400000,86,3.5,61087,7,3
"1123",83,64200000,60500000,3700000,99,6,39739,5,4
"1124",83,80600000,24100000,56500000,122,7.1,176501,6,2
"1125",83,78900000,50500000,28400000,107,6.7,109238,4,2
"1126",83,67500000,45800000,21600000,130,6.6,52926,6,2
"1127",83,71700000,26500000,45200000,114,6.6,95098,6,2
"1128",84,87500000,2100000,85400000,118,7.5,114384,6,2
"1129",84,44600000,12000000,32600000,112,6.6,59519,8,8
"1130",84,51800000,40400000,11500000,104,5.6,28763,5,4
"1131",84,58800000,47900000,10900000,102,5,31156,5,4
"1132",84,61700000,19500000,42300000,76,5.5,19449,5,4
"1133",84,61300000,45800000,15500000,109,6.4,52059,8,4
"1134",84,68400000,47600000,20700000,98,6.7,94350,4,8
"1135",84,78300000,33600000,44700000,96,5.6,111056,5,4
"1136",84,78300000,29100000,49200000,87,5.7,109346,5,4
"1137",84,69100000,57700000,11300000,107,6.2,54005,8,4
"1138",84,67200000,36200000,31000000,112,6.2,59820,8,4
"1139",85,66300000,36100000,30200000,94,6.1,52898,5,4
"1140",85,87300000,6200000,81100000,170,7.1,34043,7,1
"1141",85,40900000,33800000,7100000,120,6.8,30479,6,2
"1142",85,51800000,40000000,11800000,115,5.7,36716,5,4
"1143",85,56500000,34700000,21800000,101,5.8,39492,5,4
"1144",85,58000000,37800000,20200000,106,6,79210,8,4
"1145",85,60700000,31500000,29200000,96,7.4,212803,4,8
"1146",85,57000000,31400000,25500000,98,5.4,49490,5,4
"1147",85,67000000,47900000,19100000,87,5.1,40615,5,4
"1148",85,62400000,43300000,19000000,97,4.9,87084,5,3
"1149",85,10600000,13200,10600000,102,6.8,34,8,8
"1150",85,65700000,42600000,23000000,112,7.2,141576,6,2
"1151",85,77700000,23500,77700000,116,3,2046,7,3
"1152",86,65400000,22200000,43200000,111,6.8,26613,8,8
"1153",86,40400000,29400000,11100000,107,5.1,13375,5,4
"1154",86,51000000,9300000,41700000,112,7.9,98373,8,2
"1155",86,55500000,42700000,12800000,94,5.5,33479,5,4
"1156",86,57700000,16800000,40900000,126,7.8,92281,6,2
"1157",86,58400000,43900000,14500000,98,5.9,29383,5,4
"1158",86,66100000,31700000,34500000,114,7.5,99755,6,2
"1159",86,76100000,29100000,47000000,93,6.6,142965,4,8
"1160",86,64200000,11100000,53100000,119,7.1,149331,6,2
"1161",86,76600000,21500000,55100000,131,7.6,120280,6,2
"1162",86,61800000,7700000,54100000,123,6.8,139497,6,2
"1163",86,73100000,45300000,27800000,105,6.4,82364,8,4
"1164",86,86200000,43000000,43200000,114,7.1,157989,6,2
"1165",86,70200000,65200000,5000000,106,5.8,18754,5,4
"1166",87,85200000,38600000,46700000,96,6.5,104850,4,8
"1167",87,40400000,30200000,10200000,117,5.7,27624,5,4
"1168",87,37300000,27800000,9500000,152,6.9,50135,7,1
"1169",87,50700000,33600000,17200000,97,5.4,46780,5,4
"1170",87,55500000,41100000,14400000,105,6.5,53569,8,8
"1171",87,57200000,46400000,10800000,86,6.3,66712,5,4
"1172",87,57600000,17000000,40500000,94,2.2,49642,7,3
"1173",87,65700000,34700000,31000000,118,6.6,23931,6,2
"1174",87,65300000,43800000,21500000,84,4.7,18482,5,3
"1175",87,54600000,31800000,22700000,128,7.5,157183,6,2
"1176",87,61600000,38100000,23500000,99,6.3,65246,8,4
"1177",87,54600000,31800000,22700000,102,6.7,2656,8,8
"1178",87,68900000,20400000,48500000,90,5.7,37885,5,4
"1179",87,67900000,35600000,32300000,105,6.3,87632,8,4
"1180",88,59900000,31400000,28500000,96,6.6,36980,8,8
"1181",88,40000000,4200000,35800000,140,8,94816,6,2
"1182",88,36700000,20400000,16300000,96,4.8,23593,5,3
"1183",88,47500000,41300000,6200000,101,7.4,190025,6,8
"1184",88,55400000,39400000,16000000,80,5.6,7090,5,4
"1185",88,56400000,32000000,24400000,94,6.5,88794,8,8
"1186",88,57500000,36000000,21500000,108,6.6,68489,8,8
"1187",88,65700000,36900000,28800000,102,6.6,122419,4,8
"1188",88,64200000,28600000,35600000,100,7,244055,4,8
"1189",88,52700000,28700000,24000000,101,6.2,45508,8,4
"1190",88,60700000,32400000,28300000,95,7.7,446062,3,6
"1191",88,67700000,41000000,26700000,87,5.6,46191,5,4
"1192",88,75500000,37100000,38400000,112,6.3,157120,4,2
"1193",88,68900000,12800000,56100000,129,6.6,85759,6,2
"1194",88,62900000,37400000,25500000,123,7.1,71357,6,2
"1195",89,79000000,47700000,31300000,137,7.8,219371,3,2
"1196",89,9200000,1600000,7600000,108,6.3,8641,8,8
"1197",89,39500000,30900000,8500000,126,6.7,51132,6,2
"1198",89,36600000,22000000,14700000,97,6.6,60751,8,8
"1199",89,45900000,17300000,28500000,99,5.4,50356,5,4
"1200",89,53300000,52300000,960000,109,6.9,36613,8,8
"1201",89,56700000,24400000,32300000,97,4.7,83105,5,3
"1202",89,55000000,42700000,12300000,131,6.4,74489,6,2
"1203",89,65000000,59800000,5100000,80,5.5,46124,5,4
"1204",89,60200000,25500000,34700000,118,6.5,87606,6,2
"1205",89,51500000,45600000,5900000,83,4.3,14725,7,3
"1206",89,75000000,58000000,17000000,118,7.3,198141,6,2
"1207",89,68300000,35400000,32900000,102,5.7,116782,5,4
"1208",89,67400000,21100000,46300000,133,7.4,170394,6,2
"1209",89,72800000,70500000,2300000,123,6.7,14082,6,2
"1210",89,62800000,30300000,32500000,112,6.4,58605,6,2
"1211",89,62100000,38300000,23800000,117,7.5,119116,6,2
"1212",89,67800000,59700000,8100000,138,5.7,17687,7,1
"1213",90,62800000,40900000,22000000,86,6.1,5316,5,4
"1214",90,54600000,8300000,46400000,89,6.1,16597,5,4
"1215",90,8800000,6000000,2800000,109,6.1,38697,8,4
"1216",90,35700000,30200000,5600000,132,6.5,25538,6,2
"1217",90,45500000,30300000,15100000,101,5.3,50101,5,4
"1218",90,51100000,30900000,20200000,116,5.3,34529,5,4
"1219",90,54700000,33800000,20900000,124,6.4,143609,6,2
"1220",90,56100000,52800000,3200000,95,5.6,34251,5,4
"1221",90,62800000,25100000,37600000,99,5.6,40932,5,4
"1222",90,57900000,25200000,32700000,86,5.4,19637,5,4
"1223",90,51200000,28600000,22500000,137,7.2,131092,6,2
"1224",90,67700000,47000000,20600000,134,6.8,30752,6,2
"1225",90,68300000,45500000,22800000,94,7.8,295316,3,8
"1226",90,78800000,63300000,15600000,99,5.4,39911,5,4
"1227",91,77900000,1900000,76000000,120,6.7,19147,6,2
"1228",91,53800000,35400000,18400000,101,6.5,40121,8,8
"1229",91,36800000,22800000,14000000,94,6.6,56740,8,8
"1230",91,35400000,16500000,18900000,116,6.1,51051,6,4
"1231",91,50700000,36100000,14600000,105,5.8,55771,5,4
"1232",91,43900000,25300000,18600000,92,6.8,272139,4,8
"1233",91,62000000,34000000,28000000,105,5.4,127011,5,4
"1234",91,56000000,28200000,27800000,105,5.2,100676,5,4
"1235",91,67000000,45100000,21900000,97,6.5,106227,4,8
"1236",91,59200000,35000000,24200000,96,5.6,82147,5,4
"1237",91,50900000,33400000,17500000,104,7.5,114863,8,8
"1238",91,57500000,9400000,48100000,85,2.5,66699,7,3
"1239",91,66800000,21400000,45400000,92,4.4,84154,5,3
"1240",91,71000000,17000000,54000000,117,5.3,92753,5,4
"1241",91,61600000,33300000,28300000,109,7.3,49337,8,8
"1242",92,7800000,4500000,3200000,112,6.9,14309,6,8
"1243",92,61500000,42700000,18800000,98,6.1,56113,5,4
"1244",92,36600000,32700000,3900000,115,6.9,18661,6,2
"1245",92,34600000,27100000,7500000,104,4.8,13644,5,3
"1246",92,50100000,36400000,13700000,88,5.6,44769,5,4
"1247",92,43400000,40400000,3000000,80,3.3,20947,7,3
"1248",92,61000000,22500000,38500000,96,5.1,59582,5,4
"1249",92,50700000,11800000,38800000,90,5,36403,5,3
"1250",92,66800000,52100000,14700000,128,7.5,78652,6,2
"1251",92,64600000,50300000,14300000,101,6.4,155288,4,4
"1252",92,69700000,48500000,21200000,111,5.3,48755,5,4
"1253",92,68600000,51900000,16700000,94,6.7,105073,4,8
"1254",92,77100000,46000000,31100000,98,6,76466,5,4
"1255",92,68600000,51900000,16700000,25,7.9,12,7,8
"1256",93,61200000,10100000,51000000,123,7.3,111214,6,2
"1257",93,51700000,30600000,21200000,93,3.2,21582,7,3
"1258",93,35500000,34100000,1400000,95,7,18493,8,8
"1259",93,43300000,41100000,2200000,82,6.2,45230,5,4
"1260",93,47900000,42100000,5800000,111,7.5,49005,6,2
"1261",93,49700000,37500000,12200000,119,6,34190,6,4
"1262",93,60900000,16000000,45000000,123,6.4,94108,6,2
"1263",93,54000000,19700000,34300000,118,5.8,41050,5,4
"1264",93,57300000,25600000,31700000,126,7.1,264029,3,2
"1265",93,57300000,25600000,31700000,55,5.8,47,7,4
"1266",93,64600000,21400000,43200000,89,4.9,55451,5,3
"1267",93,62700000,33600000,29100000,80,6.2,123130,5,4
"1268",93,60800000,45900000,15000000,90,4.5,30714,5,3
"1269",94,60300000,57000000,3200000,100,5.6,9142,5,4
"1270",94,73900000,61700000,12200000,109,7.1,18233,6,8
"1271",94,31600000,29800000,1800000,88,5.5,7821,5,4
"1272",94,47500000,32600000,14900000,86,5,28974,5,3
"1273",94,42400000,3100000,39300000,111,7.1,27307,8,8
"1274",94,48600000,40400000,8300000,95,3.8,25280,7,3
"1275",94,58500000,57800000,674000,105,7.1,61510,8,8
"1276",94,49700000,32900000,16800000,110,5.7,55673,5,4
"1277",94,63800000,40300000,23500000,111,6.8,180585,6,2
"1278",94,59400000,38500000,20900000,123,5.9,70531,6,2
"1279",94,64100000,6600000,57500000,130,6.5,29096,6,2
"1280",94,60700000,18300000,42400000,94,7.6,327893,3,8
"1281",95,6700000,5000000,1700000,100,5.6,2278,5,4
"1282",95,34300000,15100000,19200000,101,7.6,439090,3,6
"1283",95,45500000,34200000,11300000,94,6.1,41173,5,4
"1284",95,31300000,31200000,105000,93,6.3,50476,8,4
"1285",95,41600000,39100000,2500000,86,5.8,32226,5,4
"1286",95,52000000,26900000,25200000,123,6.4,64745,6,2
"1287",95,48600000,48100000,435000,93,4.3,10653,5,3
"1288",95,47900000,25900000,22000000,85,5.2,31002,5,4
"1289",95,56300000,18400000,37900000,148,8.1,530913,2,6
"1290",95,50800000,6100000,44700000,105,6.7,37045,8,8
"1291",96,69900000,48000000,21900000,101,7.8,107748,6,8
"1292",96,57000000,25100000,31900000,132,6.8,62437,6,2
"1293",96,31000000,27100000,3900000,91,5.9,48204,5,4
"1294",96,46500000,21200000,25300000,84,4.1,26045,7,3
"1295",96,50900000,32600000,18300000,96,6.2,98763,8,4
"1296",96,56100000,17300000,38800000,100,7.6,216300,6,8
"1297",96,60300000,59700000,537000,123,7.2,24828,6,2
"1298",96,61300000,18800000,42400000,99,4.2,50729,5,3
"1299",96,56000000,51900000,4200000,105,6.6,43109,8,8
"1300",96,54400000,27300000,27100000,103,6.8,71228,8,8
"1301",97,56400000,42900000,13500000,120,7.6,106953,6,2
"1302",97,38800000,37000000,1800000,94,5.2,12793,5,4
"1303",97,33500000,17500000,16000000,106,5.7,52943,5,4
"1304",97,30900000,24200000,6700000,101,6.9,34376,8,8
"1305",97,44600000,37200000,7400000,92,6.1,33396,5,4
"1306",97,50900000,24500000,26300000,103,7,94703,8,8
"1307",97,46100000,44500000,1600000,96,6.9,186558,4,8
"1308",97,54800000,44300000,10500000,92,5,28787,5,3
"1309",97,56300000,22500000,33800000,110,7.7,289868,3,2
"1310",97,48900000,31800000,17000000,111,6.1,101454,8,4
"1311",97,45800000,26900000,19000000,87,4,29781,7,3
"1312",97,60200000,15500000,44700000,128,7.2,149513,6,2
"1313",97,61000000,36700000,24300000,108,6.4,88583,8,4
"1314",97,46700000,16500000,30200000,124,6.3,27437,6,2
"1315",97,62700000,19300000,43400000,88,5.6,58633,5,4
"1316",97,52900000,27700000,25100000,97,5.3,43080,5,4
"1317",98,56000000,476000,55500000,125,6.5,1922,6,2
"1318",98,46700000,42500000,4200000,103,5.7,10400,5,4
"1319",98,33400000,19400000,14000000,107,7.3,59089,8,8
"1320",98,29700000,24200000,5500000,102,5.6,21466,5,4
"1321",98,44400000,26700000,17600000,109,6.1,42720,5,4
"1322",98,55000000,35400000,19600000,90,5.4,36840,5,4
"1323",98,55200000,28100000,27000000,88,5.8,34973,5,4
"1324",98,48400000,31700000,16700000,79,7.1,126899,4,8
"1325",98,60200000,39000000,21100000,112,5.9,54853,5,4
"1326",98,44700000,26200000,18500000,109,7.9,279034,3,2
"1327",98,60000000,31000000,29000000,107,6.5,68440,8,8
"1328",98,53900000,28800000,25100000,124,6.2,89229,6,2
"1329",98,57800000,42000000,15800000,107,6.4,7693,8,4
"1330",99,4200000,3400000,825000,149,6.3,1423,7,1
"1331",99,32200000,23400000,8800000,104,5.8,35777,5,4
"1332",99,29400000,19700000,9700000,124,6.8,50524,6,2
"1333",99,38100000,30300000,7800000,98,5.6,13920,5,4
"1334",99,43900000,19500000,24500000,116,5.6,57816,5,4
"1335",99,50500000,42100000,8400000,104,6.2,40474,8,4
"1336",99,41500000,17000000,24500000,98,6.3,57087,8,4
"1337",99,53700000,40700000,13000000,113,7.6,209025,6,2
"1338",99,54900000,28600000,26400000,117,6.8,80649,6,2
"1339",99,44700000,39300000,5400000,110,6.1,46688,5,4
"1340",99,53700000,37400000,16300000,116,7.3,215960,6,2
"1341",99,47700000,25500000,22200000,98,5.9,70509,5,4
"1342",99,55000000,24400000,30600000,135,5.7,80294,7,1
"1343",99,56000000,19100000,37000000,113,7.1,130708,6,2
"1344",99,59400000,13800000,45500000,107,7,129609,8,8
"1345",99,60800000,28800000,32000000,103,6.5,241812,4,8
"1346",99,54800000,44100000,10700000,102,7.2,90202,8,8
"1347",99,52400000,35400000,17000000,91,4.7,35298,5,3
"1348",100,52400000,43000000,9300000,101,6.4,59357,8,4
"1349",100,43000000,14800000,28200000,86,5.2,13737,5,4
"1350",100,31400000,16800000,14500000,97,4.9,10086,5,3
"1351",100,29400000,28700000,647000,130,6.4,11884,6,2
"1352",100,42800000,26800000,16000000,98,6.5,56605,8,8
"1353",100,41000000,25200000,15800000,97,5.3,19299,5,4
"1354",100,49500000,25500000,24000000,105,5.6,57365,5,4
"1355",100,44400000,44100000,262000,119,6.2,25769,6,2
"1356",100,47400000,39500000,7900000,112,7.2,80214,8,2
"1357",100,55600000,44900000,10700000,107,5.6,82251,5,4
"1358",100,58300000,151000,58200000,140,2.8,5547,7,3
"1359",100,60100000,40000000,20100000,86,5,40865,5,3
"1360",101,41700000,21700000,20000000,110,6.7,63673,8,8
"1361",101,48500000,27800000,20700000,118,7,109396,6,2
"1362",101,28500000,23500000,5000000,109,6.5,31558,8,8
"1363",101,40300000,5200000,35100000,106,7.4,52069,8,8
"1364",101,53200000,26300000,26900000,114,6.5,106190,6,2
"1365",101,49200000,28800000,20500000,114,7.3,118334,6,2
"1366",101,46500000,21000000,25500000,87,7.8,179669,4,8
"1367",101,54800000,39100000,15700000,101,6.5,105468,4,8
"1368",101,50400000,49900000,489000,125,5.9,32021,6,2
"1369",101,49800000,24100000,25600000,96,7.4,77918,8,8
