"","bo_year_rank","worldwidegross","domesticgross","overseasgross","runtimeMinutes","averageRating","numVotes","Hcluster","km.cluster"
"1370",101,43900000,33500000,10400000,91,5.8,75017,5,4
"1371",101,49800000,49100000,657000,117,6.3,7713,6,2
"1372",101,56400000,25100000,31300000,116,6.5,118584,6,2
"1373",101,51700000,34600000,17100000,87,5.1,45294,5,4
"1374",102,62800000,36300000,26500000,116,7.4,246453,6,2
"1375",102,41100000,12700000,28400000,104,5.7,23569,5,4
"1376",102,3300000,1200000,2100000,120,5.5,2820,5,4
"1377",102,29700000,21500000,8300000,118,2.5,73294,7,3
"1378",102,28000000,13700000,14300000,109,6.1,26567,5,4
"1379",102,39500000,20300000,19200000,101,6.2,37701,8,4
"1380",102,47200000,31700000,15400000,90,6.2,45743,5,4
"1381",102,49800000,17500000,32200000,92,7.4,71654,8,8
"1382",102,48100000,28500000,19600000,120,7.3,137657,6,2
"1383",102,52800000,24100000,28700000,92,6.5,107840,8,8
"1384",102,52600000,30700000,21900000,117,6.2,82516,6,2
"1385",103,50500000,697000,49800000,124,6.4,806,6,2
"1386",103,47800000,21200000,26600000,130,7.5,89091,6,2
"1387",103,29400000,25200000,4200000,110,6.1,31982,5,4
"1388",103,28000000,27500000,501000,106,6.4,3853,8,8
"1389",103,33500000,33300000,273000,85,5.8,24074,5,4
"1390",103,38500000,2100000,36400000,125,8,73428,6,2
"1391",103,49300000,22500000,26800000,121,5.6,68872,5,4
"1392",103,54300000,13300000,41000000,139,6.8,157849,6,2
"1393",103,43500000,38100000,5400000,104,6.6,125761,4,8
"1394",103,47700000,25900000,21800000,106,6.2,54008,8,4
"1395",103,55200000,27300000,27900000,117,8,407456,3,6
"1396",103,40500000,30600000,9900000,90,3.8,21630,7,3
"1397",103,49000000,35800000,13200000,111,6.8,56677,8,2
"1398",104,47300000,22100000,25200000,101,5.2,41121,5,4
"1399",104,39200000,17900000,21300000,92,3.6,3590,7,3
"1400",104,28800000,17000000,11800000,120,7,46818,6,2
"1401",104,27600000,18200000,9400000,131,7,66365,6,2
"1402",104,39000000,20000000,19000000,130,7.6,102592,6,2
"1403",104,37700000,28200000,9500000,111,5.9,35977,5,4
"1404",104,46700000,13700000,33000000,106,7.2,93209,8,8
"1405",104,48400000,17600000,30800000,123,7.7,166966,6,2
"1406",104,43300000,28500000,14800000,105,7.1,104404,8,8
"1407",104,43300000,13800000,29500000,110,6.9,73401,8,8
"1408",104,50500000,25100000,25400000,90,5.2,12599,5,4
"1409",104,51000000,10500000,40500000,97,6.6,59765,8,8
"1410",104,54600000,516000,54100000,140,6.8,1803,6,1
"1411",105,38700000,24600000,14100000,120,6.9,14863,6,2
"1412",105,46100000,1100000,45000000,132,7.1,4725,6,2
"1413",105,28000000,13600000,14400000,95,5.7,8928,5,4
"1414",105,26100000,19400000,6700000,90,5.9,37100,5,4
"1415",105,36100000,25300000,10800000,102,6.2,60669,8,4
"1416",105,43100000,36600000,6500000,123,7.5,62656,6,2
"1417",105,47200000,35100000,12100000,93,4.9,20694,5,3
"1418",105,42500000,15300000,27200000,99,5.4,53293,5,4
"1419",105,49800000,27800000,22100000,101,6.1,91585,8,4
"1420",105,49300000,32400000,16900000,104,6.6,72246,8,8
"1421",105,48100000,41000000,7100000,109,7.6,213813,6,2
"1422",106,25300000,24000000,1300000,86,4.7,11950,5,3
"1423",106,32800000,22500000,10300000,115,7.7,166639,6,2
"1424",106,38400000,27000000,11400000,137,6.5,31406,6,2
"1425",106,38400000,27000000,11400000,82,6.2,306,5,4
"1426",106,41100000,32900000,8200000,90,5.3,39192,5,4
"1427",106,46400000,37600000,8800000,101,6.8,9394,8,8
"1428",106,41600000,28600000,13000000,87,6.3,72261,5,4
"1429",106,42100000,31500000,10600000,101,6.5,166926,4,8
"1430",106,49900000,26700000,23200000,63,7.2,19929,7,8
"1431",106,46200000,18600000,27600000,102,6.6,138459,4,8
"1432",107,24700000,11400000,13300000,111,6.7,30987,8,8
"1433",107,37700000,23400000,14400000,104,5.5,46224,5,4
"1434",107,35200000,13400000,21800000,103,6.2,48619,8,4
"1435",107,41000000,33200000,7700000,110,7,56009,8,8
"1436",107,40800000,20500000,20300000,95,5.8,125594,5,4
"1437",107,52100000,27600000,24500000,117,6.7,56837,6,2
"1438",107,50000000,30700000,19300000,105,6.4,71549,8,4
"1439",107,49000000,13100000,35900000,106,8.5,631680,2,6
"1440",108,34900000,29700000,5200000,133,7.3,21185,6,2
"1441",108,51600000,597000,51000000,143,6.6,1594,6,1
"1442",108,26400000,17200000,9200000,115,6.7,17679,6,2
"1443",108,24500000,22800000,1700000,98,5.5,9595,5,4
"1444",108,34800000,24000000,10800000,119,7.3,167891,6,2
"1445",108,44400000,18800000,25600000,110,5.8,70749,5,4
"1446",108,43300000,38400000,4900000,112,6.4,26370,6,4
"1447",108,40100000,33900000,6200000,99,4.8,38135,5,3
"1448",108,48700000,30200000,18500000,121,5.4,41578,5,4
"1449",108,47100000,43900000,3200000,112,7,42257,8,2
"1450",108,49000000,665000,48300000,120,6.6,6020,6,2
"1451",108,47300000,7700000,39600000,107,5.5,62228,5,4
"1452",109,50500000,31900000,18700000,133,7.4,78266,6,2
"1453",109,26300000,12200000,14200000,93,6.9,16917,8,8
"1454",109,31200000,29800000,1400000,88,5.9,32248,5,4
"1455",109,23900000,15700000,8200000,125,7.5,41842,6,2
"1456",109,34300000,22200000,12000000,88,5.2,36781,5,4
"1457",109,39900000,19600000,20300000,94,6.3,31006,8,4
"1458",109,34600000,21000000,13600000,113,6.1,50038,6,4
"1459",109,42900000,42600000,291000,118,7.2,40360,6,2
"1460",109,42900000,21800000,21000000,107,6.6,65154,8,8
"1461",109,40200000,15100000,25100000,99,5.9,71763,5,4
"1462",109,41600000,24900000,16800000,110,6.6,91619,8,8
"1463",109,48200000,31200000,17000000,99,6.4,55573,8,8
"1464",109,48300000,12100000,36300000,107,6.3,127502,8,4
"1465",109,41900000,37100000,4700000,95,5.7,34030,5,4
"1466",109,46100000,251000,45800000,122,7.2,10343,6,2
"1467",109,45300000,38900000,6400000,91,5.8,17732,5,4
"1468",110,48900000,27400000,21500000,111,6.8,45786,8,8
"1469",110,32800000,30300000,2500000,123,5.5,6466,5,4
"1470",110,25900000,21800000,4100000,94,5.4,15283,5,4
"1471",110,23600000,18200000,5500000,106,5.8,29961,5,4
"1472",110,42600000,2100000,40500000,130,6.8,29393,6,2
"1473",110,47700000,31500000,16100000,112,7.5,344466,3,2
"1474",110,42900000,27800000,15100000,88,6.9,223833,4,8
"1475",110,40000000,3600000,36400000,162,6.6,35705,7,1
"1476",110,44500000,25400000,19100000,165,7.9,318641,2,1
"1477",110,48100000,25700000,22400000,93,5.8,69237,5,4
"1478",110,43100000,6700000,36400000,119,5.1,49930,5,4
"1479",110,41700000,343000,41300000,122,7.4,5836,6,2
"1480",111,43000000,24800000,18200000,101,7.6,85774,8,8
"1481",111,41300000,31700000,9600000,90,5.1,48,5,4
"1482",111,24400000,20100000,4400000,91,5,13727,5,3
"1483",111,23400000,13600000,9900000,95,5.4,16857,5,4
"1484",111,31500000,11700000,19800000,100,6.9,68684,8,8
"1485",111,33900000,23500000,10400000,121,8.1,316533,3,2
"1486",111,42100000,7500000,34600000,117,7,83372,6,2
"1487",111,42000000,39100000,3000000,119,6.5,51515,6,2
"1488",111,41300000,31700000,9600000,89,6,66020,5,4
"1489",111,47400000,504000,46900000,105,6.7,24212,8,8
"1490",112,48200000,467000,47700000,112,6.9,1394,8,8
"1491",112,31200000,1300000,29900000,137,5,7540,7,1
"1492",112,24400000,15000000,9400000,108,4.6,10376,5,3
"1493",112,23400000,23200000,146000,94,5.6,1984,5,4
"1494",112,40400000,35400000,5000000,94,5.8,33898,5,4
"1495",112,30000000,15000000,15000000,99,6.2,75930,8,4
"1496",112,33100000,29300000,3700000,89,4.6,26148,5,3
"1497",112,41500000,38400000,3000000,125,6.9,42513,6,2
"1498",112,38300000,31700000,6600000,117,6.7,49266,6,2
"1499",112,43200000,27900000,15300000,86,5.6,73141,5,4
"1500",112,37900000,15000000,22900000,97,6.2,125108,8,4
"1501",112,42000000,2500000,39500000,153,5.5,20167,7,1
"1502",112,42200000,6700000,35500000,94,7.8,41786,8,8
"1503",113,41900000,18100000,23800000,132,7.9,161342,6,2
"1504",113,22800000,13100000,9700000,122,4.6,17023,7,3
"1505",113,29900000,18300000,11600000,132,6.5,31282,6,2
"1506",113,22400000,22200000,156000,90,6.1,5912,5,4
"1507",113,41200000,37300000,3900000,115,6.2,30657,6,4
"1508",113,40900000,32200000,8600000,87,3.8,48253,7,3
"1509",113,36300000,8000000,28300000,135,7.4,103160,6,2
"1510",113,45200000,24300000,20900000,94,5.4,37317,5,4
"1511",113,27500000,20700000,6800000,91,5.4,19485,5,4
"1512",113,47200000,34300000,12900000,92,4.8,42329,5,3
"1513",113,37200000,18100000,19000000,86,5,61367,5,3
"1514",114,47300000,3700000,43600000,108,7.5,72360,8,8
"1515",114,43000000,1900000,41100000,132,6.9,141926,6,2
"1516",114,27400000,9600000,17800000,91,6.6,17685,8,8
"1517",114,22400000,17900000,4500000,126,6.9,22053,6,2
"1518",114,29400000,22400000,7000000,108,6.1,23347,5,4
"1519",114,31500000,31200000,259000,97,4.5,6886,5,3
"1520",114,38900000,25500000,13400000,119,7.8,272471,3,2
"1521",114,37300000,18700000,18600000,120,7.1,55147,6,2
"1522",114,36100000,23000000,13100000,109,5.6,29203,5,4
"1523",114,40400000,9000000,31400000,94,7.8,173638,4,8
"1524",114,46500000,21800000,24700000,89,5.6,44766,5,4
"1525",114,41700000,2400000,39300000,117,7.2,99708,6,2
"1526",115,41100000,32200000,8900000,91,5.6,35948,5,4
"1527",115,30400000,14600000,15800000,109,6.7,192185,8,2
"1528",115,39900000,37800000,2200000,114,7.3,22868,6,2
"1529",115,39200000,10500000,28700000,96,6.7,76748,8,8
"1530",115,44100000,26600000,17500000,105,6.6,183673,8,8
"1531",115,35100000,5300000,29800000,93,7.1,67543,8,8
"1532",115,35600000,13400000,22200000,95,7.1,237277,4,8
"1533",115,40500000,26100000,14400000,94,6.1,93140,5,4
"1534",115,46200000,17600000,28600000,118,6.2,106686,6,2
"1535",115,43000000,22800000,20200000,81,4.2,17939,7,3
"1536",116,20800000,18700000,2100000,90,7.4,51691,8,8
"1537",116,28300000,27400000,953000,109,6.5,8048,8,8
"1538",116,29400000,5800000,23600000,123,6.6,14216,6,2
"1539",116,30100000,14400000,15700000,102,4.8,24115,5,3
"1540",116,38100000,19400000,18700000,134,6.3,38925,6,2
"1541",116,38800000,23600000,15100000,102,3.7,61087,7,3
"1542",116,39000000,19800000,19200000,103,4.8,57982,5,3
"1543",116,42400000,26300000,16100000,107,5.8,18205,5,4
"1544",116,46100000,36900000,9200000,107,6.2,23113,5,4
"1545",117,41400000,10000000,31400000,104,6.7,23619,8,8
"1546",117,34200000,25600000,8600000,88,5.6,35172,5,4
"1547",117,26000000,24000000,1900000,111,6.4,18469,8,8
"1548",117,19700000,15900000,3800000,85,4,3489,7,3
"1549",117,33300000,15100000,18300000,115,5.5,85955,5,4
"1550",117,30000000,13500000,16500000,99,7.9,476158,3,6
"1551",117,37700000,11300000,26400000,112,6.5,49822,8,8
"1552",117,38600000,6000000,32700000,114,4.3,35482,7,3
"1553",117,35300000,19400000,15900000,85,6.2,90305,5,4
"1554",117,38800000,37900000,873000,96,4.5,9051,5,3
"1555",117,45200000,20800000,24400000,89,5,37753,5,3
"1556",117,40500000,37100000,3500000,83,6.1,88367,5,4
"1557",117,44900000,29800000,15100000,113,6.4,54670,6,2
"1558",117,35500000,7900000,27600000,107,6.6,47348,8,8
"1559",117,39300000,33700000,5600000,111,6,60720,5,4
"1560",118,41300000,26800000,14500000,101,5.9,21212,5,4
"1561",118,19900000,11600000,8300000,87,5.7,17194,5,4
"1562",118,19400000,15000000,4400000,102,5.2,31028,5,4
"1563",118,27700000,13000000,14700000,101,7,26273,8,8
"1564",118,30000000,17900000,12100000,90,5.9,21117,5,4
"1565",118,29100000,21400000,7700000,118,5,20190,5,4
"1566",118,38500000,36300000,2200000,93,6.4,117431,8,8
"1567",118,37200000,36400000,894000,105,5.5,15429,5,4
"1568",118,35100000,11900000,23200000,91,7.2,167373,4,8
"1569",118,32500000,23100000,9400000,105,5.6,30909,5,4
"1570",118,38300000,2400000,35900000,183,7.3,52645,2,1
"1571",118,43000000,32700000,10400000,91,5.6,57861,5,4
"1572",118,34800000,29000000,5900000,78,7.2,5588,8,8
"1573",118,40500000,37300000,3200000,91,4.8,33566,5,3
"1574",118,39200000,36500000,2800000,124,7,41367,6,2
"1575",118,43100000,20200000,22900000,100,6.5,99861,8,8
"1576",118,43100000,20200000,22900000,111,7.7,17,8,8
"1577",119,42600000,42200000,422000,111,6.1,5279,5,4
"1578",119,18400000,15600000,2800000,98,5.3,25525,5,4
"1579",119,19800000,19800000,18900,108,5,14621,5,3
"1580",119,28700000,15400000,13200000,84,6.1,102356,5,4
"1581",119,35300000,20000000,15300000,109,6.3,71210,8,4
"1582",119,38400000,28400000,9900000,103,5.5,42370,5,4
"1583",119,34600000,20300000,14300000,114,7.6,236658,6,2
"1584",119,32400000,18500000,14000000,100,6.3,108364,8,4
"1585",119,40100000,18900000,21300000,90,4,23459,7,3
"1586",119,34600000,25900000,8700000,101,5.1,31133,5,4
"1587",119,40300000,12700000,27600000,118,7.2,102868,6,2
"1588",119,38700000,32400000,6300000,117,7.9,413706,3,6
"1589",120,18100000,15500000,2600000,116,5.8,12479,5,4
"1590",120,26300000,25900000,390000,95,5.9,12073,5,4
"1591",120,26900000,20500000,6400000,98,5.7,15607,5,4
"1592",120,38200000,17300000,20800000,103,5.4,51254,5,4
"1593",120,33600000,25800000,7800000,87,5.1,33999,5,3
"1594",120,34900000,1600000,33300000,137,7,43972,6,2
"1595",120,39700000,23200000,16500000,109,5.8,39122,5,4
"1596",120,42100000,17800000,24200000,102,6.3,54802,8,4
"1597",120,32900000,20800000,12100000,95,5.6,26489,5,4
"1598",120,35900000,16100000,19800000,128,5.9,89718,6,2
"1599",120,38400000,25800000,12600000,83,5.2,38369,5,4
"1600",121,28300000,6900000,21400000,95,4.2,12575,5,3
"1601",121,18000000,7100000,10900000,124,7.3,49366,6,2
"1602",121,19300000,17000000,2300000,105,6.3,39165,8,4
"1603",121,32700000,14400000,18300000,84,6.5,70033,5,8
"1604",121,25900000,19000000,6900000,98,3.1,24635,7,3
"1605",121,34300000,32900000,1400000,113,5.8,19444,5,4
"1606",121,37600000,23400000,14200000,97,5.3,44748,5,4
"1607",121,34800000,14200000,20600000,87,1.9,83728,7,3
"1608",121,36200000,17200000,19000000,122,6.8,68535,6,2
"1609",122,23000000,11800000,11100000,164,7,24196,7,1
"1610",122,19200000,16000000,3200000,95,6.1,18653,5,4
"1611",122,24900000,5400000,19500000,106,6.2,28156,8,4
"1612",122,33600000,32600000,942000,106,6.3,9861,8,4
"1613",122,35100000,3000000,32100000,88,6.9,26826,8,8
"1614",122,31400000,25700000,5800000,83,3.5,11224,7,3
"1615",122,37500000,29500000,8000000,104,6.3,22336,8,4
"1616",122,39000000,21400000,17600000,88,5.4,20000,5,4
"1617",122,35900000,26800000,9200000,118,6.7,60817,6,2
"1618",122,32900000,13200000,19700000,104,7.5,125624,8,8
"1619",123,21800000,20900000,876000,89,4.9,7091,5,3
"1620",123,25000000,445000,24500000,80,7.8,4647,7,8
"1621",123,33300000,15000000,18300000,97,5.1,33419,5,4
"1622",123,31400000,9200000,22200000,106,7,123438,8,8
"1623",123,37700000,37700000,17300,133,6.1,6792,6,2
"1624",123,38500000,21300000,17200000,84,6,60236,5,4
"1625",123,33400000,17700000,15600000,103,8,427372,3,6
"1626",124,24700000,17800000,6800000,95,7.3,134811,8,8
"1627",124,31700000,29100000,2600000,135,6.9,46977,6,2
"1628",124,27400000,22900000,4500000,96,6.2,57991,8,4
"1629",124,32400000,2600000,29800000,152,6.5,21723,7,1
"1630",124,32000000,3700000,28300000,107,7.2,222179,6,2
"1631",124,33500000,33500000,17000,122,6.5,19883,6,2
"1632",124,32400000,8800000,23600000,94,4.3,94191,5,3
"1633",124,37700000,37300000,415000,112,5.7,9242,5,4
"1634",124,36600000,13700000,23000000,101,6.6,97812,8,8
"1635",124,37900000,27000000,10900000,102,7.6,180775,6,8
"1636",125,37600000,26600000,11000000,93,4.8,37010,5,3
"1637",125,37600000,26600000,11000000,109,6.4,228,8,8
"1638",125,20600000,14900000,5700000,119,7.2,29336,6,2
"1639",125,15900000,15500000,400000,96,5.7,12733,5,4
"1640",125,18700000,15700000,3000000,125,6,42055,6,2
"1641",125,23900000,13100000,10800000,135,7.6,163590,6,2
"1642",125,26200000,16300000,9800000,98,5.5,51749,5,4
"1643",125,30500000,12700000,17800000,135,6.7,79163,6,2
"1644",125,32000000,26900000,5100000,103,6.4,25408,8,8
"1645",125,36200000,17600000,18600000,92,3.8,14882,7,3
"1646",125,31000000,5000000,26000000,127,7.2,36116,6,2
"1647",125,32600000,25000000,7500000,108,6.3,59856,8,4
"1648",125,35400000,14700000,20700000,118,8.2,324846,3,2
"1649",126,37300000,21600000,15700000,134,7.3,121851,6,2
"1650",126,26900000,1400000,25500000,145,3.9,7328,7,1
"1651",126,23700000,4800000,19000000,119,5.3,20689,5,4
"1652",126,23800000,23600000,247000,76,5.4,20482,5,4
"1653",126,31100000,18500000,12500000,88,4.4,77017,5,3
"1654",126,30500000,23000000,7500000,122,6.3,41393,6,2
"1655",126,29000000,16700000,12300000,97,5.6,20433,5,4
"1656",126,35600000,23200000,12400000,98,6.4,94506,8,8
"1657",126,32200000,14300000,17900000,95,6.1,90007,8,4
"1658",127,15500000,15300000,147000,119,5.8,10132,5,4
"1659",127,18200000,11300000,6900000,105,6.1,27597,8,4
"1660",127,29600000,19300000,10300000,97,5,29121,5,3
"1661",127,23500000,22100000,1400000,110,4.6,12190,5,3
"1662",127,24800000,17100000,7700000,87,4.8,35886,5,3
"1663",127,31300000,4600000,26700000,139,6.4,21410,6,1
"1664",127,33400000,7800000,25600000,107,7.9,367064,3,2
"1665",127,34700000,20800000,13900000,106,7,121354,8,8
"1666",127,29000000,20900000,8100000,89,4.7,6408,5,3
"1667",127,31200000,30900000,226000,118,5.7,7637,5,4
"1668",127,34400000,17800000,16700000,122,7.2,140791,6,2
"1669",128,26700000,22400000,4300000,96,4.3,18417,5,3
"1670",128,14800000,14200000,598000,90,4.9,16419,5,3
"1671",128,23000000,12300000,10800000,97,6.7,32486,8,8
"1672",128,28200000,18800000,9500000,118,6.8,20609,6,2
"1673",128,23900000,18300000,5700000,88,7.1,173516,4,8
"1674",128,29900000,20300000,9600000,90,4.8,27226,5,3
"1675",128,27600000,8100000,19500000,111,7.2,210061,6,2
"1676",128,34300000,3200000,31000000,98,6.3,41881,8,8
"1677",128,30700000,29700000,911000,107,5.1,4958,5,4
"1678",128,31100000,20300000,10800000,91,6.5,105949,8,8
"1679",128,35100000,14600000,20500000,99,7,79978,8,8
"1680",128,34200000,5800000,28500000,110,6,48310,5,4
"1681",129,30300000,10700000,19600000,116,7.5,210828,6,2
"1682",129,14500000,3400000,11000000,108,7.5,81483,8,8
"1683",129,21700000,16400000,5300000,109,7.1,28432,8,8
"1684",129,22400000,10100000,12300000,102,6.7,39827,8,8
"1685",129,23900000,5100000,18800000,100,6.1,33156,5,4
"1686",129,30700000,25600000,5100000,99,5.9,18362,5,4
"1687",129,27400000,11000000,16400000,105,7.3,54547,8,8
"1688",129,32600000,14900000,17700000,93,6.6,19694,8,8
"1689",129,34900000,30400000,4500000,81,5.7,65972,5,4
"1690",129,29700000,16000000,13600000,110,6.4,80029,8,8
"1691",129,18200000,11100000,7100000,89,5.5,9754,5,4
"1692",129,29500000,28800000,620000,110,6.8,49525,8,8
"1693",129,28200000,34700,28200000,97,5.7,34292,5,4
"1694",129,33200000,22300000,10900000,106,6.4,72200,8,8
"1695",130,14400000,6700000,7700000,114,5.6,4171,5,4
"1696",130,16200000,4800000,11400000,88,5.8,17487,5,4
"1697",130,20100000,16900000,3200000,99,5.3,16085,5,4
"1698",130,27800000,16200000,11600000,99,6.2,64047,8,4
"1699",130,29300000,14500000,14800000,106,7,78888,8,8
"1700",130,32600000,25900000,6700000,100,6.5,87518,8,8
"1701",130,34700000,11200000,23500000,120,7.3,75974,6,2
"1702",130,27200000,12000000,15200000,101,5.1,27266,5,4
"1703",130,32600000,25900000,6700000,94,5.9,2224,5,4
"1704",130,27700000,17700000,10000000,115,7.7,106223,6,2
"1705",130,29300000,777000,28600000,140,5.7,19178,7,1
"1706",130,29900000,14900000,15000000,105,5.9,52622,5,4
"1707",131,27900000,137000,27800000,118,6.7,1755,6,2
"1708",131,28400000,4300000,24100000,158,5.8,18827,7,1
"1709",131,16200000,5600000,10600000,91,7,16291,8,8
"1710",131,22000000,20700000,1300000,111,5.3,16709,5,4
"1711",131,27600000,24400000,3200000,98,6,23220,5,4
"1712",131,30700000,19500000,11200000,87,6,21556,5,4
"1713",131,29500000,6800000,22800000,121,7.1,66378,6,2
"1714",131,27400000,22500000,4900000,100,5.9,68162,5,4
"1715",131,27000000,24000000,3000000,86,5.8,58252,5,4
"1716",131,32000000,25700000,6300000,105,5.8,47115,5,4
"1717",131,30200000,12200000,18000000,119,7.1,41617,6,2
"1718",132,28200000,2300000,25900000,138,7.1,39657,6,2
"1719",132,13700000,13600000,127000,84,5.2,11944,5,4
"1720",132,15700000,4600000,11100000,121,7.2,17741,6,2
"1721",132,21800000,3400000,18400000,99,7.6,27155,8,8
"1722",132,25200000,18300000,6900000,126,7.3,37519,6,2
"1723",132,30600000,11200000,19400000,102,6.4,86265,8,8
"1724",132,26100000,12600000,13500000,100,7.3,123904,8,8
"1725",132,33700000,66100,33600000,131,6.9,17892,6,2
"1726",132,28800000,1200000,27600000,155,5.5,7462,7,1
"1727",132,25600000,17500000,8100000,113,5.5,14955,5,4
"1728",132,29400000,17700000,11600000,104,6.9,58656,8,8
"1729",133,25200000,2000000,23200000,139,6.2,8762,6,1
"1730",133,21600000,13000000,8600000,114,7,50660,6,2
"1731",133,27100000,23100000,4000000,85,5.1,28809,5,3
"1732",133,29400000,24300000,5000000,133,7.4,102290,6,2
"1733",133,29400000,23600000,5800000,97,6.3,85531,8,4
"1734",133,29900000,2100000,27800000,167,7.1,40690,7,1
"1735",133,30900000,15400000,15400000,89,7.6,5838,8,8
"1736",133,25000000,9200000,15800000,99,7.6,100391,8,8
"1737",133,27200000,1000,27200000,85,5.7,5080,5,4
"1738",133,28300000,16400000,11900000,138,7.2,134143,6,2
"1739",134,27400000,4000000,23400000,95,6.6,51367,8,8
"1740",134,13100000,13000000,82800,88,5.6,4368,5,4
"1741",134,15300000,451000,14800000,90,6.8,53,8,8
"1742",134,19300000,19200000,183000,90,6.6,20117,8,8
"1743",134,23600000,22200000,1400000,116,7.3,37023,6,2
"1744",134,27000000,24100000,2800000,97,7.3,125472,8,8
"1745",134,27300000,21500000,5800000,90,6.2,20202,5,4
"1746",134,29500000,25500000,4000000,129,6.3,44713,6,2
"1747",134,30800000,3200000,27700000,120,7.6,125479,6,2
"1748",134,25800000,2100000,23700000,120,7.5,59495,6,2
"1749",134,26400000,17400000,9000000,97,6.3,66307,8,8
"1750",134,25300000,15200000,10200000,94,5.8,11752,5,4
"1751",134,26000000,12500000,13400000,133,7.2,47330,6,2
"1752",135,13100000,6100000,7000000,119,6.7,30458,6,2
"1753",135,14900000,14300000,595000,98,5.3,20695,5,4
"1754",135,19500000,15600000,3900000,87,5.2,24194,5,4
"1755",135,19200000,15600000,3700000,98,4.6,13851,5,3
"1756",135,21300000,14100000,7200000,91,4.9,20538,5,3
"1757",135,22900000,10200000,12800000,127,5.9,62778,6,2
"1758",135,27300000,26200000,1100000,103,6.5,16285,8,8
"1759",135,26700000,7400000,19300000,85,2.8,4370,7,3
"1760",135,27000000,9700000,17300000,122,6.8,52566,6,2
"1761",135,24700000,20200000,4600000,107,6.5,17781,8,8
"1762",135,25300000,17600000,7700000,93,7,56149,8,8
"1763",135,25200000,15600000,9700000,46,7.4,947,7,8
"1764",135,27100000,14400000,12700000,96,6.1,77957,8,4
"1765",136,25200000,6900000,18300000,83,6.2,83694,5,4
"1766",136,14800000,13900000,876000,89,6.3,16130,8,8
"1767",136,19300000,9700000,9600000,89,5.9,52662,5,4
"1768",136,21600000,19700000,1900000,100,5.4,21923,5,4
"1769",136,26500000,8100000,18500000,125,7.5,85976,6,2
"1770",136,23000000,16100000,6900000,107,5.6,12633,5,4
"1771",136,28900000,3800000,25100000,128,7.5,32536,6,2
"1772",136,24300000,2300000,21900000,101,6.9,105836,8,8
"1773",137,12600000,5100000,7500000,90,5.9,13810,5,4
"1774",137,12600000,5100000,7500000,134,4.7,720,7,1
"1775",137,18600000,17600000,991000,90,6,7056,5,4
"1776",137,26000000,20300000,5600000,105,6.7,21142,8,8
"1777",137,26800000,20600000,6200000,102,6.2,33640,8,4
"1778",137,22900000,16000000,7000000,88,5.7,28808,5,4
"1779",137,26300000,21100000,5200000,105,5.4,56138,5,4
"1780",137,28900000,10700000,18200000,104,5.4,90898,5,4
"1781",137,23200000,21500000,1700000,103,7.4,133744,8,8
"1782",137,22100000,17300000,4800000,127,7.2,24813,6,2
"1783",138,14400000,12000000,2400000,100,7.5,114250,8,8
"1784",138,12500000,12400000,58000,107,5.4,13007,5,4
"1785",138,18000000,17000000,1000000,88,4.1,4646,7,3
"1786",138,21100000,6300000,14800000,103,7.1,104363,8,8
"1787",138,22900000,15500000,7300000,98,6.5,64572,8,8
"1788",138,23600000,6000000,17600000,98,6.8,68847,8,8
"1789",138,25000000,20800000,4200000,139,6.9,46068,6,2
"1790",138,24100000,12100000,12000000,116,7.1,108001,6,2
"1791",138,24000000,17300000,6600000,86,4.7,18395,5,3
"1792",139,14300000,7700000,6600000,98,6.4,33685,8,8
"1793",139,14000000,13600000,430000,95,6.3,30133,8,8
"1794",139,11200000,8300000,2900000,92,6.9,38034,8,8
"1795",139,17400000,15500000,1900000,101,5.6,15954,5,4
"1796",139,20100000,12800000,7300000,107,6.6,60700,8,8
"1797",139,22000000,18500000,3600000,91,5.9,36874,5,4
"1798",139,27700000,23500000,4100000,114,7,53424,6,2
"1799",139,22500000,21600000,887000,96,5.1,8370,5,4
"1800",139,20800000,2400000,18400000,128,6.8,13530,6,2
"1801",139,27500000,5700000,21800000,99,6.4,94016,8,8
"1802",139,24900000,12200000,12700000,127,6.9,32760,6,2
"1803",140,24600000,6700,24600000,94,5.9,3168,5,4
"1804",140,13300000,6700000,6600000,94,6.1,33811,5,4
"1805",140,11000000,9200000,1800000,111,7.5,26279,8,8
"1806",140,19500000,16100000,3300000,141,6.2,19720,6,1
"1807",140,16900000,13000000,3900000,126,7.5,62357,6,2
"1808",140,25200000,3300000,22000000,193,6,16905,2,1
"1809",140,25400000,25000000,384000,191,7.5,171610,2,1
"1810",140,20600000,10300000,10300000,108,6.7,137852,8,8
"1811",140,21600000,21500000,29900,100,5.9,12641,5,4
"1812",140,21600000,17500000,4200000,98,5.6,69764,5,4
"1813",140,21800000,335000,21400000,113,5.5,17842,5,4
"1814",140,22200000,4000000,18200000,150,6.8,22913,7,1
"1815",141,13100000,3100000,10000000,122,7,37316,6,2
"1816",141,10900000,10000000,848000,105,5,9465,5,3
"1817",141,13700000,13300000,336000,94,6,13293,5,4
"1818",141,16800000,12600000,4200000,89,6.1,70315,5,4
"1819",141,17300000,8400000,8900000,97,6.8,21174,8,8
"1820",141,18600000,13500000,5200000,125,6.6,10467,6,2
"1821",141,23900000,17800000,6100000,100,5.9,28142,5,4
"1822",141,20500000,8700000,11800000,95,5.9,17515,5,4
"1823",141,27100000,13400000,13700000,102,6.7,66395,8,8
