"","X","bo_year_rank","worldwidegross","domesticgross","overseasgross","runtimeMinutes","averageRating","numVotes","Hcluster","km.cluster","numVotes_sq","bo_and_num"
"592",802,60,105600000,53400000,52300000,114,6.5,114485,"6","2",13106815225,6869100
"593",803,60,145400000,34400000,111000000,113,7,84317,"6","2",7109356489,5059020
"594",804,60,133400000,44700000,88800000,100,7.9,218807,"3","2",47876503249,13128420
"595",805,60,111800000,90400000,21400000,100,6,112749,"5","4",12712337001,6764940
"596",806,61,97600000,53500000,44100000,117,6.8,95568,"6","2",9133242624,5829648
"597",807,61,71700000,61300000,10400000,128,6.4,42242,"6","2",1784386564,2576762
"598",808,61,75400000,54200000,21200000,131,7.7,121652,"6","2",14799209104,7420772
"599",809,61,88300000,60500000,27800000,114,6.2,95118,"5","4",9047433924,5802198
"600",810,61,92300000,60100000,32200000,103,6.3,56967,"5","4",3245239089,3474987
"601",811,61,96100000,66000000,30200000,129,6.6,98278,"6","2",9658565284,5994958
"602",812,61,86700000,47500000,39100000,110,7,113316,"6","2",12840515856,6912276
"603",813,61,99300000,80200000,19100000,92,5.7,76491,"5","4",5850873081,4665951
"604",814,61,96400000,23200000,73200000,96,7.1,229764,"4","8",52791495696,14015604
"605",815,61,96800000,49500000,47300000,88,5.4,34784,"5","4",1209926656,2121824
"606",816,61,105200000,32700000,72500000,129,6.4,87776,"6","2",7704626176,5354336
"607",818,61,140700000,97700000,43000000,89,6.2,161856,"4","4",26197364736,9873216
"608",819,61,117800000,23200000,94600000,105,5.5,101529,"5","4",10308137841,6193269
"609",820,62,140600000,115200000,25400000,122,6.2,30386,"3","2",923308996,1883932
"610",821,62,140300000,51700000,88600000,118,8,186618,"3","2",34826277924,11570316
"611",822,62,95900000,34400000,61600000,119,7.6,129938,"6","2",16883883844,8056156
"612",823,62,32400000,22400000,10000000,93,6.2,9117,"5","4",83119689,565254
"613",824,62,68100000,45000000,23100000,118,7.3,95557,"6","2",9131140249,5924534
"614",825,62,67600000,41600000,26100000,123,6.5,62826,"6","2",3947106276,3895212
"615",826,62,73800000,69600000,4200000,116,6.1,17381,"5","4",302099161,1077622
"616",828,62,87100000,75600000,11500000,88,7.1,205396,"4","8",42187516816,12734552
"617",829,62,86300000,10300000,76000000,140,7.6,78197,"6","2",6114770809,4848214
"618",830,62,93900000,43900000,50000000,135,6,65792,"6","2",4328587264,4079104
"619",831,62,130800000,63700000,67100000,113,6.8,237002,"3","2",56169948004,14694124
"620",832,62,115400000,65000000,50300000,112,7.2,259853,"3","2",67523581609,16110886
"621",833,62,117900000,83300000,34600000,125,7.5,142650,"3","2",20349022500,8844300
"622",834,63,134900000,51300000,83500000,115,7.1,137166,"6","2",18814511556,8641458
"623",835,63,95300000,41400000,53900000,100,5.1,35921,"5","4",1290318241,2263023
"624",836,63,66600000,34600000,32000000,145,7.3,51224,"6","2",2623898176,3227112
"625",837,63,66500000,38300000,28200000,89,5.7,91823,"5","4",8431463329,5784849
"626",838,63,86500000,43700000,42700000,121,6.6,107784,"6","2",11617390656,6790392
"627",839,63,92900000,48000000,44900000,96,6.6,171801,"4","8",29515583601,10823463
"628",840,63,93600000,44100000,49500000,135,6.7,147202,"6","2",21668428804,9273726
"629",841,63,97600000,47000000,50600000,125,6.5,204383,"6","2",41772410689,12876129
"630",842,63,9.2e+07,47900000,44100000,104,6.5,100813,"4","4",10163260969,6351219
"631",843,63,92400000,67300000,25100000,99,6.8,212847,"4","8",45303845409,13409361
"632",845,63,102800000,32400000,70500000,112,6.7,169719,"6","2",28804538961,10692297
"633",846,63,127900000,62500000,65400000,106,7,230160,"3","2",52973625600,14500080
"634",847,63,32200000,25900000,6300000,109,7.4,3310,"8","8",10956100,208530
"635",848,63,114300000,63500000,50700000,100,6.3,38974,"5","4",1518972676,2455362
"636",849,63,1.17e+08,66400000,50600000,98,6.9,210340,"4","8",44242915600,13251420
"637",850,63,106200000,19400000,86800000,85,7.3,33510,"4","8",1122920100,2111130
"638",851,64,130600000,72100000,58400000,104,5.5,34221,"5","4",1171076841,2190144
"639",852,64,94500000,48800000,45700000,110,5.5,41804,"5","4",1747574416,2675456
"640",853,64,62800000,32600000,30200000,135,6.2,53212,"6","2",2831516944,3405568
"641",854,64,65800000,25300000,40500000,119,6.7,81172,"6","2",6588893584,5195008
"642",855,64,68700000,24700000,44000000,88,5.2,52479,"5","4",2754045441,3358656
"643",856,64,91200000,56400000,34800000,101,5.5,45644,"5","4",2083374736,2921216
"644",857,64,92900000,11100000,81800000,119,7.5,103177,"6","2",10645493329,6603328
"645",858,64,9.5e+07,55000000,40000000,139,6.9,83820,"6","2",7025792400,5364480
"646",859,64,86900000,50900000,36100000,93,6.1,34302,"5","4",1176627204,2195328
"647",860,64,9.5e+07,55000000,40000000,90,4.2,22,"7","3",484,1408
"648",861,64,84100000,47900000,36300000,96,5.9,69976,"5","4",4896640576,4478464
"649",862,64,109300000,50800000,58400000,96,6.8,51346,"4","8",2636411716,3286144
"650",863,64,120100000,75600000,44500000,124,7.1,128016,"6","2",16388096256,8193024
"651",864,64,107100000,56000000,51100000,92,7,88243,"4","8",7786827049,5647552
"652",865,64,1.05e+08,87000000,18000000,118,6,59730,"5","4",3567672900,3822720
"653",866,65,62500000,60000000,2400000,89,5.1,10783,"5","4",116273089,700895
"654",867,65,6.5e+07,50300000,14700000,120,7.4,168315,"6","2",28329939225,10940475
"655",868,65,80900000,47700000,33200000,104,6.7,96603,"4","8",9332139609,6279195
"656",869,65,82200000,27700000,54500000,121,6.2,98609,"6","2",9723734881,6409585
"657",870,65,90800000,49800000,41000000,102,5.2,14933,"5","4",222994489,970645
"658",871,65,87900000,39900000,48000000,110,7.6,339247,"3","2",115088527009,22051055
"659",872,65,85400000,40700000,44700000,100,5.4,118272,"5","4",13988265984,7687680
"660",873,65,117100000,58700000,58400000,120,6.9,106604,"6","2",11364412816,6929260
"661",874,65,98200000,47100000,51100000,100,5.4,83016,"5","4",6891656256,5396040
"662",875,65,104900000,58900000,46000000,99,6.1,89003,"5","4",7921534009,5785195
"663",876,65,104900000,86900000,18000000,85,6.1,119693,"4","4",14326414249,7780045
"664",877,65,107700000,54400000,53200000,108,6.3,146605,"4","4",21493026025,9529325
"665",878,65,9.4e+07,60300000,33700000,102,6.2,59940,"5","4",3592803600,3896100
"666",879,65,124600000,91200000,33400000,102,5.9,49592,"5","4",2459366464,3223480
"667",880,65,116100000,376000,115800000,118,5.1,1021,"5","4",1042441,66365
"668",881,66,125500000,55700000,69800000,96,6.5,93312,"5","4",8707129344,6158592
"669",882,66,93400000,49300000,44100000,135,7.5,162986,"6","2",26564436196,10757076
"670",883,66,62200000,37200000,25000000,103,6,41270,"8","4",1703212900,2723820
"671",884,66,64400000,36800000,27600000,98,6.6,58435,"8","8",3414649225,3856710
"672",885,66,68300000,30100000,38200000,91,5.5,88507,"5","4",7833489049,5841462
"673",886,66,82100000,40200000,41900000,104,3.3,103701,"7","3",10753897401,6844266
"674",888,66,87500000,71700000,15800000,99,5.5,53479,"5","4",2860003441,3529614
"675",889,66,1.15e+08,30000000,84900000,105,6.4,97254,"4","4",9458340516,6418764
"676",890,66,84600000,38200000,46400000,86,2.8,98149,"7","3",9633226201,6477834
"677",891,66,103600000,50900000,52700000,89,4.5,44768,"5","3",2004173824,2954688
"678",893,66,110400000,55800000,54600000,91,5.9,21186,"5","4",448846596,1398276
"679",894,66,102100000,31600000,70500000,120,6.8,216290,"3","2",46781364100,14275140
"680",895,66,121800000,61400000,60400000,107,7.1,136011,"6","2",18498992121,8976726
"681",896,67,119500000,40100000,79400000,124,7.1,128614,"6","2",16541560996,8617138
"682",897,67,60700000,626000,60100000,88,6.5,48217,"5","8",2324879089,3230539
"683",898,67,80200000,49400000,30700000,127,7.1,86378,"6","2",7461158884,5787326
"684",899,67,87100000,61100000,26000000,98,4.4,17326,"5","3",300190276,1160842
"685",900,67,86400000,63900000,22400000,100,6.1,73129,"5","4",5347850641,4899643
"686",901,67,94900000,35100000,59800000,115,6.8,122919,"6","2",15109080561,8235573
"687",902,67,84400000,41900000,42500000,97,6,21585,"5","4",465912225,1446195
"688",903,67,90800000,42100000,48700000,99,6.5,178746,"4","4",31950132516,11975982
"689",904,67,110200000,75600000,34600000,133,7.6,331484,"3","6",109881642256,22209428
"690",905,67,105200000,46000000,59200000,113,6.7,197265,"6","2",38913480225,13216755
"691",906,67,101100000,56500000,44700000,124,6.6,119560,"6","2",14294593600,8010520
"692",907,68,119100000,55100000,64000000,86,6.3,109830,"4","4",12062628900,7468440
"693",908,68,6.6e+07,30200000,35800000,116,5.6,43309,"5","4",1875669481,2945012
"694",909,68,85300000,23200000,62200000,124,7.6,193442,"6","2",37419807364,13154056
"695",910,68,85600000,12900000,72700000,121,7.6,88895,"6","2",7902321025,6044860
"696",911,68,78600000,7200000,71500000,105,7.4,139149,"6","8",19362444201,9462132
"697",912,68,82400000,52600000,29800000,86,6.2,111519,"4","4",12436487361,7583292
"698",913,68,108600000,23200000,85400000,108,5.9,51574,"5","4",2659877476,3507032
"699",914,68,99800000,62600000,37200000,123,6.9,157638,"6","2",24849739044,10719384
"700",915,68,93300000,29000000,64200000,109,6,25518,"5","4",651168324,1735224
"701",916,68,102700000,54700000,48000000,88,6.6,179602,"4","8",32256878404,12212936
"702",917,68,1.03e+08,23000000,80000000,119,6.3,206514,"6","2",42648032196,14042952
"703",918,68,100100000,37700000,62400000,98,7.6,89549,"6","8",8019023401,6089332
"704",919,69,2.5e+07,2200000,22900000,130,4.3,4648,"7","3",21603904,320712
"705",920,69,59800000,57300000,2500000,98,6.1,34230,"5","4",1171692900,2361870
"706",921,69,76500000,60100000,16400000,91,7,127829,"4","8",16340253241,8820201
"707",922,69,76700000,39800000,36900000,104,6.2,94678,"8","4",8963923684,6532782
"708",923,69,85200000,43100000,42100000,87,6.3,181882,"4","4",33081061924,12549858
"709",924,69,84800000,48500000,36200000,83,2.8,55207,"7","3",3047812849,3809283
"710",925,69,87800000,37000000,50800000,127,7.1,128493,"6","2",16510451049,8866017
"711",926,69,77600000,35200000,42400000,98,6.4,185831,"4","4",34533160561,12822339
"712",927,69,78500000,40100000,38400000,101,6,81206,"5","4",6594414436,5603214
"713",928,69,91300000,61000000,30300000,109,6.4,162723,"4","2",26478774729,11227887
"714",929,69,101800000,53300000,48500000,83,4.2,33743,"7","3",1138590049,2328267
"715",930,69,113200000,50700000,62500000,95,5.6,113633,"5","4",12912458689,7840677
"716",931,69,90300000,43200000,47100000,86,5.1,8504,"5","4",72318016,586776
"717",932,70,98500000,65200000,33200000,94,6.2,104154,"5","4",10848055716,7290780
"718",933,70,59500000,35300000,24200000,90,3.6,19689,"7","3",387656721,1378230
"719",934,70,63800000,41500000,22200000,115,6.4,36303,"6","2",1317907809,2541210
"720",935,70,59200000,37900000,21300000,90,6.2,103977,"5","4",10811216529,7278390
"721",936,70,75700000,33700000,42000000,136,5.5,85329,"7","1",7281038241,5973030
"722",938,70,83100000,32900000,50200000,130,6.4,57071,"6","2",3257099041,3994970
"723",939,70,77700000,26800000,50900000,115,6.7,98042,"6","2",9612233764,6862940
"724",940,70,84600000,72800000,11800000,92,7,63403,"4","8",4019940409,4438210
"725",941,70,9.8e+07,37400000,60600000,104,7,222692,"6","2",49591726864,15588440
"726",942,70,89500000,39400000,50100000,119,6.4,71980,"6","2",5181120400,5038600
"727",943,70,99400000,60500000,38900000,101,6.5,95483,"4","4",9117003289,6683810
"728",944,70,98300000,42000000,56300000,119,6.4,146381,"6","2",21427397161,10246670
"729",945,71,98300000,45100000,53200000,99,8,12,"4","8",144,852
"730",946,71,57800000,40300000,17400000,123,6.2,49096,"6","2",2410417216,3485816
"731",947,71,73500000,31200000,42300000,135,5.5,86903,"7","1",7552131409,6170113
"732",948,71,62300000,51400000,10800000,99,5.2,17803,"5","4",316946809,1264013
"733",949,71,72200000,24000000,48200000,120,5.9,79735,"6","4",6357670225,5661185
"734",950,71,82500000,33600000,48900000,129,7.4,126480,"6","2",15997190400,8980080
"735",952,71,77500000,30700000,46800000,110,6.1,97864,"8","4",9577362496,6948344
"736",953,71,78100000,40600000,37600000,125,6.1,45529,"6","2",2072889841,3232559
"737",954,71,97100000,38200000,59000000,111,6.1,120059,"5","4",14414163481,8524189
"738",955,71,8.9e+07,63000000,26100000,107,5.9,76127,"5","4",5795320129,5405017
"739",956,71,96300000,66500000,29700000,109,6.5,112396,"4","2",12632860816,7980116
"740",957,71,83700000,16000000,67700000,128,6.1,80152,"6","2",6424343104,5690792
"741",958,71,97600000,71300000,26200000,115,6.7,98260,"6","2",9655027600,6976460
"742",960,71,100500000,84500000,16000000,97,4.9,44944,"5","4",2019963136,3191024
"743",961,72,21800000,15500000,6300000,102,6.6,8262,"8","8",68260644,594864
"744",962,72,82900000,747000,82100000,101,6.5,649,"8","8",421201,46728
"745",963,72,56400000,24400000,32000000,120,6.1,46723,"6","2",2183038729,3364056
"746",964,72,58300000,39500000,18800000,90,5.3,92716,"5","4",8596256656,6675552
"747",965,72,61100000,37200000,23900000,93,3.5,37234,"7","3",1386370756,2680848
"748",966,72,71400000,67400000,4000000,117,7,71146,"6","2",5061753316,5122512
"749",967,72,82800000,48800000,34000000,105,5.8,54128,"5","4",2929840384,3897216
"750",968,72,86900000,73000000,13800000,114,5.9,92593,"5","4",8573463649,6666696
"751",969,72,76100000,18200000,57900000,96,6.2,141423,"8","4",20000464929,10182456
"752",970,72,75700000,36300000,39400000,105,6.4,189376,"4","4",35863269376,13635072
"753",971,72,77500000,55400000,22100000,92,5.9,56931,"5","4",3241138761,4099032
"754",972,72,96100000,91500000,4500000,122,6.6,41370,"6","2",1711476900,2978640
"755",973,72,114500000,54800000,59700000,105,5.8,60539,"5","4",3664970521,4358808
"756",974,72,1.03e+08,38100000,64900000,92,5.8,59381,"5","4",3526103161,4275432
"757",975,73,18600000,10500000,8100000,97,6,46,"5","4",2116,3358
"758",976,73,54700000,32700000,22000000,116,4.6,37817,"7","3",1430125489,2760641
"759",977,73,55700000,33500000,22200000,123,7.2,108011,"6","2",11666376121,7884803
"760",978,73,77900000,34600000,43300000,113,6.6,103030,"6","2",10615180900,7521190
"761",979,73,70100000,6500000,63600000,133,7.6,68555,"6","2",4699788025,5004515
"762",980,73,77900000,34600000,43300000,105,6.1,499,"8","4",249001,36427
"763",981,73,75500000,61400000,14200000,109,5.4,21152,"5","4",447407104,1544096
"764",982,73,75200000,22900000,52300000,119,7.3,180931,"6","2",32736026761,13207963
"765",983,73,9.6e+07,33000000,63000000,114,6,86461,"5","4",7475504521,6311653
"766",984,73,80500000,44900000,35600000,140,7,72974,"6","2",5325204676,5327102
"767",985,73,112300000,46800000,65500000,110,6.1,75472,"5","4",5696022784,5509456
"768",986,73,93900000,25000000,68900000,122,6.9,110447,"6","2",12198539809,8062631
"769",987,73,83800000,33600000,50100000,87,4.2,13463,"7","3",181252369,982799
"770",988,73,88100000,67500000,20500000,134,6.2,120017,"6","2",14404080289,8761241
"771",989,73,97500000,33400000,64100000,98,7.3,181380,"4","8",32898704400,13240740
"772",990,74,79300000,44100000,35300000,127,7.3,170462,"3","2",29057293444,12614188
"773",991,74,53400000,36800000,16600000,106,5.7,19283,"5","4",371834089,1426942
"774",992,74,54200000,45200000,9000000,89,5.6,23470,"5","4",550840900,1736780
"775",993,74,70100000,51400000,18600000,95,5.9,75930,"5","4",5765364900,5618820
"776",994,74,72100000,22500000,49600000,90,5.6,90417,"5","4",8175233889,6690858
"777",995,74,76900000,32100000,44800000,121,5.1,49932,"5","4",2493204624,3694968
"778",996,74,75500000,39600000,35900000,113,6.6,157125,"6","2",24688265625,11627250
"779",997,74,83200000,25000000,58200000,88,5.4,82212,"5","4",6758812944,6083688
"780",998,74,78600000,6600000,72000000,111,7,40559,"8","2",1645032481,3001366
"781",999,74,76700000,41600000,35100000,123,6.9,177786,"6","2",31607861796,13156164
"782",1000,74,110200000,72100000,38100000,103,7.2,265366,"3","2",70419113956,19637084
"783",1001,74,95400000,72300000,23100000,113,6.9,21022,"6","2",441924484,1555628
"784",1002,74,9.2e+07,52400000,39500000,124,7.4,202914,"3","2",41174091396,15015636
"785",1003,75,53200000,39200000,13900000,109,7.1,215740,"6","2",46543747600,16180500
"786",1004,75,57600000,56400000,1200000,118,5.8,31862,"5","4",1015187044,2389650
"787",1005,75,65800000,33800000,32000000,118,5.7,49253,"5","4",2425858009,3693975
"788",1006,75,76700000,67300000,9400000,136,7.3,113984,"6","2",12992352256,8548800
"789",1007,75,71200000,25900000,45400000,75,4.5,60414,"7","3",3649851396,4531050
"790",1008,75,85400000,49100000,36300000,92,5.9,54134,"5","4",2930489956,4060050
"791",1009,75,78100000,36300000,41800000,108,6.1,46176,"8","4",2132222976,3463200
"792",1010,75,91600000,24800000,66800000,95,5.4,86548,"5","4",7490556304,6491100
"793",1011,75,93500000,44700000,48800000,119,6.3,181354,"6","2",32889273316,13601550
"794",1012,75,109900000,34900000,75000000,112,5.2,92159,"5","4",8493281281,6911925
"795",1013,75,1e+08,51700000,48300000,115,6.7,155413,"6","2",24153200569,11655975
"796",1014,75,8.6e+07,33100000,52900000,122,6.6,29357,"6","2",861833449,2201775
"797",1015,75,78100000,54700000,23400000,100,6.5,92131,"4","4",8488121161,6909825
"798",1016,75,88900000,54200000,34600000,122,7.3,70759,"6","2",5006836081,5306925
"799",1017,76,85500000,32000000,53500000,109,6.3,89098,"8","4",7938453604,6771448
"800",1018,76,76100000,47800000,28200000,132,7.2,85903,"6","2",7379325409,6528628
"801",1019,76,16100000,2700000,13400000,166,3.6,8832,"7","1",78004224,671232
"802",1020,76,56700000,31900000,24800000,115,6.2,50348,"6","4",2534921104,3826448
"803",1021,76,65600000,36900000,28700000,116,7.3,118763,"6","2",14104650169,9025988
"804",1022,76,69600000,58200000,11500000,95,5.9,42193,"5","4",1780249249,3206668
"805",1023,76,72600000,24100000,48500000,122,7.6,280305,"3","2",78570893025,21303180
"806",1024,76,76300000,31500000,44800000,111,7.5,93619,"6","2",8764517161,7115044
"807",1025,76,75900000,35900000,40000000,92,5.6,39820,"5","4",1585632400,3026320
"808",1026,76,89800000,36400000,53400000,110,6,220064,"4","4",48428164096,16724864
"809",1027,76,81100000,43300000,37800000,117,6.6,85420,"6","2",7296576400,6491920
"810",1028,76,96900000,57400000,39600000,132,6.3,26725,"6","2",714225625,2031100
"811",1030,77,84900000,46900000,38000000,121,7.6,334932,"3","2",112179444624,25789764
"812",1031,77,7.6e+07,42400000,33600000,129,6.9,69232,"6","2",4793069824,5330864
"813",1032,77,15400000,15000000,377000,104,5.7,4998,"5","4",24980004,384846
"814",1033,77,56300000,25900000,30400000,123,7.4,75464,"6","2",5694815296,5810728
"815",1034,77,50800000,35000000,15800000,106,5.6,29771,"5","4",886312441,2292367
"816",1035,77,65500000,497000,65000000,84,5.8,37926,"5","4",1438381476,2920302
"817",1036,77,68900000,36600000,32300000,97,4.5,38246,"5","3",1462756516,2944942
"818",1037,77,73300000,15800000,57500000,128,7.6,74895,"6","2",5609261025,5766915
"819",1038,77,72800000,42300000,30500000,110,5.5,91484,"5","4",8369322256,7044268
"820",1039,77,70400000,48200000,22200000,97,5.5,75095,"5","4",5639259025,5782315
"821",1040,77,73800000,68300000,5600000,108,5,27517,"5","4",757185289,2118809
"822",1041,77,89200000,37700000,51500000,100,5.4,103253,"5","4",10661182009,7950481
"823",1042,77,80500000,36700000,43900000,82,3.4,44466,"7","3",1977225156,3423882
"824",1043,77,89300000,64500000,24900000,85,5.7,186838,"4","4",34908438244,14386526
"825",1044,77,83500000,686000,82800000,135,6.8,8175,"6","2",66830625,629475
"826",1045,78,87300000,5600000,81800000,161,6,19521,"7","1",381069441,1522638
"827",1046,78,44100000,40200000,3900000,106,6.4,26610,"8","4",708092100,2075580
"828",1047,78,50100000,44700000,5300000,118,6.6,55064,"6","2",3032044096,4294992
"829",1048,78,55200000,35700000,19400000,119,6.4,71853,"6","2",5162853609,5604534
"830",1049,78,63100000,35700000,27400000,104,5.6,54910,"5","4",3015108100,4282980
"831",1050,78,70700000,39100000,31600000,102,5,44789,"5","4",2006054521,3493542
"832",1051,78,73100000,24000000,49100000,109,5.7,42809,"5","4",1832610481,3339102
"833",1052,78,79200000,53000000,26100000,105,6.5,87093,"4","4",7585190649,6793254
"834",1053,78,71600000,51900000,19700000,146,6.3,109966,"6","1",12092521156,8577348
"835",1054,78,8.8e+07,8000000,80000000,172,5.4,40859,"7","1",1669457881,3187002
"836",1055,79,75500000,26000000,49400000,102,7.7,109287,"6","8",11943648369,8633673
"837",1057,79,43400000,35900000,7400000,130,7.4,36040,"6","2",1298881600,2847160
"838",1058,79,5.5e+07,32100000,22900000,96,5.9,78723,"5","4",6197310729,6219117
"839",1059,79,65500000,32700000,32800000,103,6.2,75736,"8","4",5735941696,5983144
"840",1060,79,79800000,64500000,15300000,101,6.6,67494,"4","8",4555440036,5332026
"841",1061,79,81500000,35300000,46200000,87,6.9,90599,"4","8",8208178801,7157321
"842",1062,79,84900000,37300000,47600000,137,6.5,116921,"6","2",13670520241,9236759
"843",1063,79,94100000,35600000,58500000,102,5.9,103592,"5","4",10731302464,8183768
"844",1064,79,87100000,15300000,71800000,123,7.8,270598,"3","2",73223277604,21377242
"845",1065,80,75300000,33600000,41800000,117,6,54903,"6","4",3014339409,4392240
"846",1066,80,47400000,32500000,14800000,122,7.9,237276,"3","2",56299900176,18982080
"847",1067,80,43100000,33400000,9700000,94,5.4,8357,"5","4",69839449,668560
"848",1068,80,54600000,35100000,19600000,104,5.5,85598,"5","4",7327017604,6847840
"849",1069,80,62200000,30300000,31900000,94,5.3,41366,"5","4",1711145956,3309280
"850",1070,80,64400000,64400000,67600,135,7.5,43796,"6","2",1918089616,3503680
"851",1071,80,69800000,58400000,11500000,87,6.5,14624,"5","8",213861376,1169920
"852",1072,80,68800000,32100000,36700000,108,5.3,109191,"5","4",11922674481,8735280
"853",1073,80,65600000,26400000,39200000,109,6.8,103516,"8","2",10715562256,8281280
"854",1074,80,69800000,36800000,33000000,122,6.7,55950,"6","2",3130402500,4476000
"855",1075,80,83200000,45100000,38100000,105,5.8,114808,"5","4",13180876864,9184640
"856",1076,80,83100000,27800000,55300000,102,4.5,34861,"5","3",1215289321,2788880
"857",1077,80,6.9e+07,32400000,36500000,94,6.2,122444,"8","4",14992533136,9795520
"858",1078,80,81300000,70000000,11300000,110,6.5,64093,"4","2",4107912649,5127440
"859",1079,80,86200000,49900000,36300000,129,6.4,189720,"6","2",35993678400,15177600
"860",1080,80,86200000,14900000,71300000,112,6,30752,"5","4",945685504,2460160
"861",1081,81,81700000,1500000,80100000,137,7.8,10072,"6","2",101445184,815832
"862",1082,81,47300000,28900000,18300000,97,5.3,24512,"5","4",600838144,1985472
"863",1083,81,4e+07,33400000,6500000,95,4.9,35866,"5","3",1286369956,2905146
"864",1084,81,5.3e+07,48400000,4600000,88,5.4,32976,"5","4",1087416576,2671056
"865",1085,81,60400000,16300000,44100000,124,7.7,214437,"6","2",45983226969,17369397
"866",1086,81,62200000,19200000,43000000,109,7.1,13720,"8","8",188238400,1111320
"867",1087,81,67900000,22800000,45100000,105,6.2,38405,"8","4",1474944025,3110805
"868",1088,81,69600000,41800000,27800000,107,6.4,150466,"4","4",22640017156,12187746
"869",1089,81,68800000,49400000,19300000,102,5.3,61185,"5","4",3743604225,4955985
"870",1090,81,64800000,30100000,34700000,81,4.5,10190,"7","3",103836100,825390
"871",1091,81,69500000,42700000,26800000,102,5.7,36031,"5","4",1298232961,2918511
"872",1092,81,75700000,64000000,11700000,94,6.2,39238,"5","4",1539620644,3178278
"873",1093,81,84400000,47100000,37300000,141,7.4,165262,"6","2",27311528644,13386222
"874",1094,81,72300000,39300000,33000000,103,5.8,15675,"5","4",245705625,1269675
"875",1095,81,93300000,41000000,52300000,98,6.5,87937,"4","4",7732915969,7122897
"876",1096,81,74700000,31100000,43600000,119,6.5,120851,"6","2",14604964201,9788931
"877",1097,82,88900000,59700000,29200000,94,6,26319,"5","4",692689761,2158158
"878",1098,82,71500000,7900000,63600000,155,7.9,41948,"7","1",1759634704,3439736
"879",1099,82,47100000,27300000,19800000,113,7.5,159696,"6","2",25502812416,13095072
"880",1100,82,64800000,30100000,34800000,111,7.2,167081,"6","2",27916060561,13700642
"881",1101,82,52300000,30300000,22000000,104,6.1,35180,"8","4",1237632400,2884760
"882",1102,82,60400000,34500000,25900000,109,7.3,126185,"6","2",15922654225,10347170
"883",1103,82,67200000,46800000,20400000,89,4.2,28741,"7","3",826045081,2356762
"884",1104,82,6.2e+07,61300000,695000,118,7.2,54855,"6","2",3009071025,4498110
"885",1105,82,68800000,41000000,27800000,89,5.7,76124,"5","4",5794863376,6242168
"886",1106,82,68200000,27700000,40500000,90,6,94643,"5","4",8957297449,7760726
"887",1108,82,82100000,28100000,54000000,106,5.1,73157,"5","4",5351946649,5998874
"888",1109,82,77700000,48100000,29600000,110,6.8,201634,"6","2",40656269956,16533988
"889",1110,82,80400000,51200000,29200000,107,6.4,29380,"8","4",863184400,2409160
"890",1111,82,82100000,28100000,54000000,84,5.2,11,"5","4",121,902
"891",1112,82,72600000,16000000,56600000,96,5.2,36702,"5","4",1347036804,3009564
"892",1113,83,88500000,31000000,57500000,97,6.8,80626,"4","8",6500551876,6691958
"893",1114,83,7.9e+07,49000000,30000000,94,7.4,185143,"4","8",34277930449,15366869
"894",1115,83,47100000,33000000,14000000,99,4.8,30609,"5","3",936910881,2540547
"895",1116,83,39400000,25600000,13800000,92,4.8,22451,"5","3",504047401,1863433
"896",1117,83,52200000,31600000,20600000,96,6.8,109040,"4","8",11889721600,9050320
"897",1118,83,58900000,43600000,15300000,113,6.7,43777,"8","2",1916425729,3633491
"898",1119,83,61300000,28300000,33000000,97,6.3,42661,"8","4",1819960921,3540863
"899",1120,83,68700000,13800000,54900000,141,7.9,147378,"3","2",21720274884,12232374
"900",1121,83,69300000,43800000,25500000,91,5.3,36511,"5","4",1333053121,3030413
"901",1122,83,78400000,32000000,46400000,86,3.5,61087,"7","3",3731621569,5070221
"902",1123,83,64200000,60500000,3700000,99,6,39739,"5","4",1579188121,3298337
"903",1124,83,80600000,24100000,56500000,122,7.1,176501,"6","2",31152603001,14649583
"904",1125,83,78900000,50500000,28400000,107,6.7,109238,"4","2",11932940644,9066754
"905",1126,83,67500000,45800000,21600000,130,6.6,52926,"6","2",2801161476,4392858
"906",1127,83,71700000,26500000,45200000,114,6.6,95098,"6","2",9043629604,7893134
"907",1128,84,87500000,2100000,85400000,118,7.5,114384,"6","2",13083699456,9608256
"908",1129,84,44600000,12000000,32600000,112,6.6,59519,"8","8",3542511361,4999596
"909",1130,84,51800000,40400000,11500000,104,5.6,28763,"5","4",827310169,2416092
"910",1131,84,58800000,47900000,10900000,102,5,31156,"5","4",970696336,2617104
"911",1132,84,61700000,19500000,42300000,76,5.5,19449,"5","4",378263601,1633716
"912",1133,84,61300000,45800000,15500000,109,6.4,52059,"8","4",2710139481,4372956
"913",1134,84,68400000,47600000,20700000,98,6.7,94350,"4","8",8901922500,7925400
"914",1135,84,78300000,33600000,44700000,96,5.6,111056,"5","4",12333435136,9328704
"915",1136,84,78300000,29100000,49200000,87,5.7,109346,"5","4",11956547716,9185064
"916",1137,84,69100000,57700000,11300000,107,6.2,54005,"8","4",2916540025,4536420
"917",1138,84,67200000,36200000,31000000,112,6.2,59820,"8","4",3578432400,5024880
"918",1139,85,66300000,36100000,30200000,94,6.1,52898,"5","4",2798198404,4496330
"919",1140,85,87300000,6200000,81100000,170,7.1,34043,"7","1",1158925849,2893655
"920",1141,85,40900000,33800000,7100000,120,6.8,30479,"6","2",928969441,2590715
"921",1142,85,51800000,40000000,11800000,115,5.7,36716,"5","4",1348064656,3120860
