"","X","bo_year_rank","worldwidegross","domesticgross","overseasgross","runtimeMinutes","averageRating","numVotes","Hcluster","km.cluster","numVotes_sq","bo_and_num"
"1214",1444,108,34800000,24000000,10800000,119,7.3,167891,"6","2",28187387881,18132228
"1215",1445,108,44400000,18800000,25600000,110,5.8,70749,"5","4",5005421001,7640892
"1216",1446,108,43300000,38400000,4900000,112,6.4,26370,"6","4",695376900,2847960
"1217",1447,108,40100000,33900000,6200000,99,4.8,38135,"5","3",1454278225,4118580
"1218",1448,108,48700000,30200000,18500000,121,5.4,41578,"5","4",1728730084,4490424
"1219",1449,108,47100000,43900000,3200000,112,7,42257,"8","2",1785654049,4563756
"1220",1450,108,4.9e+07,665000,48300000,120,6.6,6020,"6","2",36240400,650160
"1221",1451,108,47300000,7700000,39600000,107,5.5,62228,"5","4",3872323984,6720624
"1222",1452,109,50500000,31900000,18700000,133,7.4,78266,"6","2",6125566756,8530994
"1223",1453,109,26300000,12200000,14200000,93,6.9,16917,"8","8",286184889,1843953
"1224",1454,109,31200000,29800000,1400000,88,5.9,32248,"5","4",1039933504,3515032
"1225",1455,109,23900000,15700000,8200000,125,7.5,41842,"6","2",1750752964,4560778
"1226",1456,109,34300000,22200000,12000000,88,5.2,36781,"5","4",1352841961,4009129
"1227",1457,109,39900000,19600000,20300000,94,6.3,31006,"8","4",961372036,3379654
"1228",1458,109,34600000,21000000,13600000,113,6.1,50038,"6","4",2503801444,5454142
"1229",1459,109,42900000,42600000,291000,118,7.2,40360,"6","2",1628929600,4399240
"1230",1460,109,42900000,21800000,21000000,107,6.6,65154,"8","8",4245043716,7101786
"1231",1461,109,40200000,15100000,25100000,99,5.9,71763,"5","4",5149928169,7822167
"1232",1462,109,41600000,24900000,16800000,110,6.6,91619,"8","8",8394041161,9986471
"1233",1463,109,48200000,31200000,17000000,99,6.4,55573,"8","8",3088358329,6057457
"1234",1464,109,48300000,12100000,36300000,107,6.3,127502,"8","4",16256760004,13897718
"1235",1465,109,41900000,37100000,4700000,95,5.7,34030,"5","4",1158040900,3709270
"1236",1466,109,46100000,251000,45800000,122,7.2,10343,"6","2",106977649,1127387
"1237",1467,109,45300000,38900000,6400000,91,5.8,17732,"5","4",314423824,1932788
"1238",1468,110,48900000,27400000,21500000,111,6.8,45786,"8","8",2096357796,5036460
"1239",1469,110,32800000,30300000,2500000,123,5.5,6466,"5","4",41809156,711260
"1240",1470,110,25900000,21800000,4100000,94,5.4,15283,"5","4",233570089,1681130
"1241",1471,110,23600000,18200000,5500000,106,5.8,29961,"5","4",897661521,3295710
"1242",1472,110,42600000,2100000,40500000,130,6.8,29393,"6","2",863948449,3233230
"1243",1474,110,42900000,27800000,15100000,88,6.9,223833,"4","8",50101211889,24621630
"1244",1475,110,4e+07,3600000,36400000,162,6.6,35705,"7","1",1274847025,3927550
"1245",1477,110,48100000,25700000,22400000,93,5.8,69237,"5","4",4793762169,7616070
"1246",1478,110,43100000,6700000,36400000,119,5.1,49930,"5","4",2493004900,5492300
"1247",1479,110,41700000,343000,41300000,122,7.4,5836,"6","2",34058896,641960
"1248",1480,111,4.3e+07,24800000,18200000,101,7.6,85774,"8","8",7357179076,9520914
"1249",1481,111,41300000,31700000,9600000,90,5.1,48,"5","4",2304,5328
"1250",1482,111,24400000,20100000,4400000,91,5,13727,"5","3",188430529,1523697
"1251",1483,111,23400000,13600000,9900000,95,5.4,16857,"5","4",284158449,1871127
"1252",1484,111,31500000,11700000,19800000,100,6.9,68684,"8","8",4717491856,7623924
"1253",1486,111,42100000,7500000,34600000,117,7,83372,"6","2",6950890384,9254292
"1254",1487,111,4.2e+07,39100000,3000000,119,6.5,51515,"6","2",2653795225,5718165
"1255",1488,111,41300000,31700000,9600000,89,6,66020,"5","4",4358640400,7328220
"1256",1489,111,47400000,504000,46900000,105,6.7,24212,"8","8",586220944,2687532
"1257",1490,112,48200000,467000,47700000,112,6.9,1394,"8","8",1943236,156128
"1258",1491,112,31200000,1300000,29900000,137,5,7540,"7","1",56851600,844480
"1259",1492,112,24400000,15000000,9400000,108,4.6,10376,"5","3",107661376,1162112
"1260",1493,112,23400000,23200000,146000,94,5.6,1984,"5","4",3936256,222208
"1261",1494,112,40400000,35400000,5000000,94,5.8,33898,"5","4",1149074404,3796576
"1262",1495,112,3e+07,15000000,15000000,99,6.2,75930,"8","4",5765364900,8504160
"1263",1496,112,33100000,29300000,3700000,89,4.6,26148,"5","3",683717904,2928576
"1264",1497,112,41500000,38400000,3000000,125,6.9,42513,"6","2",1807355169,4761456
"1265",1498,112,38300000,31700000,6600000,117,6.7,49266,"6","2",2427138756,5517792
"1266",1499,112,43200000,27900000,15300000,86,5.6,73141,"5","4",5349605881,8191792
"1267",1500,112,37900000,15000000,22900000,97,6.2,125108,"8","4",15652011664,14012096
"1268",1501,112,4.2e+07,2500000,39500000,153,5.5,20167,"7","1",406707889,2258704
"1269",1502,112,42200000,6700000,35500000,94,7.8,41786,"8","8",1746069796,4680032
"1270",1503,113,41900000,18100000,23800000,132,7.9,161342,"6","2",26031240964,18231646
"1271",1504,113,22800000,13100000,9700000,122,4.6,17023,"7","3",289782529,1923599
"1272",1505,113,29900000,18300000,11600000,132,6.5,31282,"6","2",978563524,3534866
"1273",1506,113,22400000,22200000,156000,90,6.1,5912,"5","4",34951744,668056
"1274",1507,113,41200000,37300000,3900000,115,6.2,30657,"6","4",939851649,3464241
"1275",1508,113,40900000,32200000,8600000,87,3.8,48253,"7","3",2328352009,5452589
"1276",1509,113,36300000,8000000,28300000,135,7.4,103160,"6","2",10641985600,11657080
"1277",1510,113,45200000,24300000,20900000,94,5.4,37317,"5","4",1392558489,4216821
"1278",1511,113,27500000,20700000,6800000,91,5.4,19485,"5","4",379665225,2201805
"1279",1512,113,47200000,34300000,12900000,92,4.8,42329,"5","3",1791744241,4783177
"1280",1513,113,37200000,18100000,19000000,86,5,61367,"5","3",3765908689,6934471
"1281",1514,114,47300000,3700000,43600000,108,7.5,72360,"8","8",5235969600,8249040
"1282",1515,114,4.3e+07,1900000,41100000,132,6.9,141926,"6","2",20142989476,16179564
"1283",1516,114,27400000,9600000,17800000,91,6.6,17685,"8","8",312759225,2016090
"1284",1517,114,22400000,17900000,4500000,126,6.9,22053,"6","2",486334809,2514042
"1285",1518,114,29400000,22400000,7000000,108,6.1,23347,"5","4",545082409,2661558
"1286",1519,114,31500000,31200000,259000,97,4.5,6886,"5","3",47416996,785004
"1287",1521,114,37300000,18700000,18600000,120,7.1,55147,"6","2",3041191609,6286758
"1288",1522,114,36100000,23000000,13100000,109,5.6,29203,"5","4",852815209,3329142
"1289",1523,114,40400000,9000000,31400000,94,7.8,173638,"4","8",30150155044,19794732
"1290",1524,114,46500000,21800000,24700000,89,5.6,44766,"5","4",2003994756,5103324
"1291",1525,114,41700000,2400000,39300000,117,7.2,99708,"6","2",9941685264,11366712
"1292",1526,115,41100000,32200000,8900000,91,5.6,35948,"5","4",1292258704,4134020
"1293",1527,115,30400000,14600000,15800000,109,6.7,192185,"8","2",36935074225,22101275
"1294",1528,115,39900000,37800000,2200000,114,7.3,22868,"6","2",522945424,2629820
"1295",1529,115,39200000,10500000,28700000,96,6.7,76748,"8","8",5890255504,8826020
"1296",1530,115,44100000,26600000,17500000,105,6.6,183673,"8","8",33735770929,21122395
"1297",1531,115,35100000,5300000,29800000,93,7.1,67543,"8","8",4562056849,7767445
"1298",1533,115,40500000,26100000,14400000,94,6.1,93140,"5","4",8675059600,10711100
"1299",1534,115,46200000,17600000,28600000,118,6.2,106686,"6","2",11381902596,12268890
"1300",1535,115,4.3e+07,22800000,20200000,81,4.2,17939,"7","3",321807721,2062985
"1301",1536,116,20800000,18700000,2100000,90,7.4,51691,"8","8",2671959481,5996156
"1302",1537,116,28300000,27400000,953000,109,6.5,8048,"8","8",64770304,933568
"1303",1538,116,29400000,5800000,23600000,123,6.6,14216,"6","2",202094656,1649056
"1304",1539,116,30100000,14400000,15700000,102,4.8,24115,"5","3",581533225,2797340
"1305",1540,116,38100000,19400000,18700000,134,6.3,38925,"6","2",1515155625,4515300
"1306",1541,116,38800000,23600000,15100000,102,3.7,61087,"7","3",3731621569,7086092
"1307",1542,116,3.9e+07,19800000,19200000,103,4.8,57982,"5","3",3361912324,6725912
"1308",1543,116,42400000,26300000,16100000,107,5.8,18205,"5","4",331422025,2111780
"1309",1544,116,46100000,36900000,9200000,107,6.2,23113,"5","4",534210769,2681108
"1310",1545,117,41400000,10000000,31400000,104,6.7,23619,"8","8",557857161,2763423
"1311",1546,117,34200000,25600000,8600000,88,5.6,35172,"5","4",1237069584,4115124
"1312",1547,117,2.6e+07,24000000,1900000,111,6.4,18469,"8","8",341103961,2160873
"1313",1548,117,19700000,15900000,3800000,85,4,3489,"7","3",12173121,408213
"1314",1549,117,33300000,15100000,18300000,115,5.5,85955,"5","4",7388262025,10056735
"1315",1551,117,37700000,11300000,26400000,112,6.5,49822,"8","8",2482231684,5829174
"1316",1552,117,38600000,6000000,32700000,114,4.3,35482,"7","3",1258972324,4151394
"1317",1553,117,35300000,19400000,15900000,85,6.2,90305,"5","4",8154993025,10565685
"1318",1554,117,38800000,37900000,873000,96,4.5,9051,"5","3",81920601,1058967
"1319",1555,117,45200000,20800000,24400000,89,5,37753,"5","3",1425289009,4417101
"1320",1556,117,40500000,37100000,3500000,83,6.1,88367,"5","4",7808726689,10338939
"1321",1557,117,44900000,29800000,15100000,113,6.4,54670,"6","2",2988808900,6396390
"1322",1558,117,35500000,7900000,27600000,107,6.6,47348,"8","8",2241833104,5539716
"1323",1559,117,39300000,33700000,5600000,111,6,60720,"5","4",3686918400,7104240
"1324",1560,118,41300000,26800000,14500000,101,5.9,21212,"5","4",449948944,2503016
"1325",1561,118,19900000,11600000,8300000,87,5.7,17194,"5","4",295633636,2028892
"1326",1562,118,19400000,15000000,4400000,102,5.2,31028,"5","4",962736784,3661304
"1327",1563,118,27700000,13000000,14700000,101,7,26273,"8","8",690270529,3100214
"1328",1564,118,3e+07,17900000,12100000,90,5.9,21117,"5","4",445927689,2491806
"1329",1565,118,29100000,21400000,7700000,118,5,20190,"5","4",407636100,2382420
"1330",1566,118,38500000,36300000,2200000,93,6.4,117431,"8","8",13790039761,13856858
"1331",1567,118,37200000,36400000,894000,105,5.5,15429,"5","4",238054041,1820622
"1332",1568,118,35100000,11900000,23200000,91,7.2,167373,"4","8",28013721129,19750014
"1333",1569,118,32500000,23100000,9400000,105,5.6,30909,"5","4",955366281,3647262
"1334",1570,118,38300000,2400000,35900000,183,7.3,52645,"2","1",2771496025,6212110
"1335",1571,118,4.3e+07,32700000,10400000,91,5.6,57861,"5","4",3347895321,6827598
"1336",1572,118,34800000,29000000,5900000,78,7.2,5588,"8","8",31225744,659384
"1337",1573,118,40500000,37300000,3200000,91,4.8,33566,"5","3",1126676356,3960788
"1338",1574,118,39200000,36500000,2800000,124,7,41367,"6","2",1711228689,4881306
"1339",1575,118,43100000,20200000,22900000,100,6.5,99861,"8","8",9972219321,11783598
"1340",1576,118,43100000,20200000,22900000,111,7.7,17,"8","8",289,2006
"1341",1577,119,42600000,42200000,422000,111,6.1,5279,"5","4",27867841,628201
"1342",1578,119,18400000,15600000,2800000,98,5.3,25525,"5","4",651525625,3037475
"1343",1579,119,19800000,19800000,18900,108,5,14621,"5","3",213773641,1739899
"1344",1580,119,28700000,15400000,13200000,84,6.1,102356,"5","4",10476750736,12180364
"1345",1581,119,35300000,20000000,15300000,109,6.3,71210,"8","4",5070864100,8473990
"1346",1582,119,38400000,28400000,9900000,103,5.5,42370,"5","4",1795216900,5042030
"1347",1584,119,32400000,18500000,14000000,100,6.3,108364,"8","4",11742756496,12895316
"1348",1585,119,40100000,18900000,21300000,90,4,23459,"7","3",550324681,2791621
"1349",1586,119,34600000,25900000,8700000,101,5.1,31133,"5","4",969263689,3704827
"1350",1587,119,40300000,12700000,27600000,118,7.2,102868,"6","2",10581825424,12241292
"1351",1589,120,18100000,15500000,2600000,116,5.8,12479,"5","4",155725441,1497480
"1352",1590,120,26300000,25900000,390000,95,5.9,12073,"5","4",145757329,1448760
"1353",1591,120,26900000,20500000,6400000,98,5.7,15607,"5","4",243578449,1872840
"1354",1592,120,38200000,17300000,20800000,103,5.4,51254,"5","4",2626972516,6150480
"1355",1593,120,33600000,25800000,7800000,87,5.1,33999,"5","3",1155932001,4079880
"1356",1594,120,34900000,1600000,33300000,137,7,43972,"6","2",1933536784,5276640
"1357",1595,120,39700000,23200000,16500000,109,5.8,39122,"5","4",1530530884,4694640
"1358",1596,120,42100000,17800000,24200000,102,6.3,54802,"8","4",3003259204,6576240
"1359",1597,120,32900000,20800000,12100000,95,5.6,26489,"5","4",701667121,3178680
"1360",1598,120,35900000,16100000,19800000,128,5.9,89718,"6","2",8049319524,10766160
"1361",1599,120,38400000,25800000,12600000,83,5.2,38369,"5","4",1472180161,4604280
"1362",1600,121,28300000,6900000,21400000,95,4.2,12575,"5","3",158130625,1521575
"1363",1601,121,1.8e+07,7100000,10900000,124,7.3,49366,"6","2",2437001956,5973286
"1364",1602,121,19300000,17000000,2300000,105,6.3,39165,"8","4",1533897225,4738965
"1365",1603,121,32700000,14400000,18300000,84,6.5,70033,"5","8",4904621089,8473993
"1366",1604,121,25900000,19000000,6900000,98,3.1,24635,"7","3",606883225,2980835
"1367",1605,121,34300000,32900000,1400000,113,5.8,19444,"5","4",378069136,2352724
"1368",1606,121,37600000,23400000,14200000,97,5.3,44748,"5","4",2002383504,5414508
"1369",1608,121,36200000,17200000,19000000,122,6.8,68535,"6","2",4697046225,8292735
"1370",1609,122,2.3e+07,11800000,11100000,164,7,24196,"7","1",585446416,2951912
"1371",1610,122,19200000,16000000,3200000,95,6.1,18653,"5","4",347934409,2275666
"1372",1611,122,24900000,5400000,19500000,106,6.2,28156,"8","4",792760336,3435032
"1373",1612,122,33600000,32600000,942000,106,6.3,9861,"8","4",97239321,1203042
"1374",1613,122,35100000,3000000,32100000,88,6.9,26826,"8","8",719634276,3272772
"1375",1614,122,31400000,25700000,5800000,83,3.5,11224,"7","3",125978176,1369328
"1376",1615,122,37500000,29500000,8000000,104,6.3,22336,"8","4",498896896,2724992
"1377",1616,122,3.9e+07,21400000,17600000,88,5.4,20000,"5","4",4e+08,2440000
"1378",1617,122,35900000,26800000,9200000,118,6.7,60817,"6","2",3698707489,7419674
"1379",1618,122,32900000,13200000,19700000,104,7.5,125624,"8","8",15781389376,15326128
"1380",1619,123,21800000,20900000,876000,89,4.9,7091,"5","3",50282281,872193
"1381",1620,123,2.5e+07,445000,24500000,80,7.8,4647,"7","8",21594609,571581
"1382",1621,123,33300000,15000000,18300000,97,5.1,33419,"5","4",1116829561,4110537
"1383",1622,123,31400000,9200000,22200000,106,7,123438,"8","8",15236939844,15182874
"1384",1623,123,37700000,37700000,17300,133,6.1,6792,"6","2",46131264,835416
"1385",1624,123,38500000,21300000,17200000,84,6,60236,"5","4",3628375696,7409028
"1386",1626,124,24700000,17800000,6800000,95,7.3,134811,"8","8",18174005721,16716564
"1387",1627,124,31700000,29100000,2600000,135,6.9,46977,"6","2",2206838529,5825148
"1388",1628,124,27400000,22900000,4500000,96,6.2,57991,"8","4",3362956081,7190884
"1389",1629,124,32400000,2600000,29800000,152,6.5,21723,"7","1",471888729,2693652
"1390",1631,124,33500000,33500000,17000,122,6.5,19883,"6","2",395333689,2465492
"1391",1632,124,32400000,8800000,23600000,94,4.3,94191,"5","3",8871944481,11679684
"1392",1633,124,37700000,37300000,415000,112,5.7,9242,"5","4",85414564,1146008
"1393",1634,124,36600000,13700000,23000000,101,6.6,97812,"8","8",9567187344,12128688
"1394",1635,124,37900000,27000000,10900000,102,7.6,180775,"6","8",32679600625,22416100
"1395",1636,125,37600000,26600000,11000000,93,4.8,37010,"5","3",1369740100,4626250
"1396",1637,125,37600000,26600000,11000000,109,6.4,228,"8","8",51984,28500
"1397",1638,125,20600000,14900000,5700000,119,7.2,29336,"6","2",860600896,3667000
"1398",1639,125,15900000,15500000,400000,96,5.7,12733,"5","4",162129289,1591625
"1399",1640,125,18700000,15700000,3000000,125,6,42055,"6","2",1768623025,5256875
"1400",1641,125,23900000,13100000,10800000,135,7.6,163590,"6","2",26761688100,20448750
"1401",1642,125,26200000,16300000,9800000,98,5.5,51749,"5","4",2677959001,6468625
"1402",1643,125,30500000,12700000,17800000,135,6.7,79163,"6","2",6266780569,9895375
"1403",1644,125,3.2e+07,26900000,5100000,103,6.4,25408,"8","8",645566464,3176000
"1404",1645,125,36200000,17600000,18600000,92,3.8,14882,"7","3",221473924,1860250
"1405",1646,125,3.1e+07,5000000,26000000,127,7.2,36116,"6","2",1304365456,4514500
"1406",1647,125,32600000,25000000,7500000,108,6.3,59856,"8","4",3582740736,7482000
"1407",1649,126,37300000,21600000,15700000,134,7.3,121851,"6","2",14847666201,15353226
"1408",1650,126,26900000,1400000,25500000,145,3.9,7328,"7","1",53699584,923328
"1409",1651,126,23700000,4800000,19000000,119,5.3,20689,"5","4",428034721,2606814
"1410",1652,126,23800000,23600000,247000,76,5.4,20482,"5","4",419512324,2580732
"1411",1653,126,31100000,18500000,12500000,88,4.4,77017,"5","3",5931618289,9704142
"1412",1654,126,30500000,23000000,7500000,122,6.3,41393,"6","2",1713380449,5215518
"1413",1655,126,2.9e+07,16700000,12300000,97,5.6,20433,"5","4",417507489,2574558
"1414",1656,126,35600000,23200000,12400000,98,6.4,94506,"8","8",8931384036,11907756
"1415",1657,126,32200000,14300000,17900000,95,6.1,90007,"8","4",8101260049,11340882
"1416",1658,127,15500000,15300000,147000,119,5.8,10132,"5","4",102657424,1286764
"1417",1659,127,18200000,11300000,6900000,105,6.1,27597,"8","4",761594409,3504819
"1418",1660,127,29600000,19300000,10300000,97,5,29121,"5","3",848032641,3698367
"1419",1661,127,23500000,22100000,1400000,110,4.6,12190,"5","3",148596100,1548130
"1420",1662,127,24800000,17100000,7700000,87,4.8,35886,"5","3",1287804996,4557522
"1421",1663,127,31300000,4600000,26700000,139,6.4,21410,"6","1",458388100,2719070
"1422",1665,127,34700000,20800000,13900000,106,7,121354,"8","8",14726793316,15411958
"1423",1666,127,2.9e+07,20900000,8100000,89,4.7,6408,"5","3",41062464,813816
"1424",1667,127,31200000,30900000,226000,118,5.7,7637,"5","4",58323769,969899
"1425",1668,127,34400000,17800000,16700000,122,7.2,140791,"6","2",19822105681,17880457
"1426",1669,128,26700000,22400000,4300000,96,4.3,18417,"5","3",339185889,2357376
"1427",1670,128,14800000,14200000,598000,90,4.9,16419,"5","3",269583561,2101632
"1428",1671,128,2.3e+07,12300000,10800000,97,6.7,32486,"8","8",1055340196,4158208
"1429",1672,128,28200000,18800000,9500000,118,6.8,20609,"6","2",424730881,2637952
"1430",1673,128,23900000,18300000,5700000,88,7.1,173516,"4","8",30107802256,22210048
"1431",1674,128,29900000,20300000,9600000,90,4.8,27226,"5","3",741255076,3484928
"1432",1676,128,34300000,3200000,31000000,98,6.3,41881,"8","8",1754018161,5360768
"1433",1677,128,30700000,29700000,911000,107,5.1,4958,"5","4",24581764,634624
"1434",1678,128,31100000,20300000,10800000,91,6.5,105949,"8","8",11225190601,13561472
"1435",1679,128,35100000,14600000,20500000,99,7,79978,"8","8",6396480484,10237184
"1436",1680,128,34200000,5800000,28500000,110,6,48310,"5","4",2333856100,6183680
"1437",1682,129,14500000,3400000,11000000,108,7.5,81483,"8","8",6639479289,10511307
"1438",1683,129,21700000,16400000,5300000,109,7.1,28432,"8","8",808378624,3667728
"1439",1684,129,22400000,10100000,12300000,102,6.7,39827,"8","8",1586189929,5137683
"1440",1685,129,23900000,5100000,18800000,100,6.1,33156,"5","4",1099320336,4277124
"1441",1686,129,30700000,25600000,5100000,99,5.9,18362,"5","4",337163044,2368698
"1442",1687,129,27400000,11000000,16400000,105,7.3,54547,"8","8",2975375209,7036563
"1443",1688,129,32600000,14900000,17700000,93,6.6,19694,"8","8",387853636,2540526
"1444",1689,129,34900000,30400000,4500000,81,5.7,65972,"5","4",4352304784,8510388
"1445",1690,129,29700000,16000000,13600000,110,6.4,80029,"8","8",6404640841,10323741
"1446",1691,129,18200000,11100000,7100000,89,5.5,9754,"5","4",95140516,1258266
"1447",1692,129,29500000,28800000,620000,110,6.8,49525,"8","8",2452725625,6388725
"1448",1693,129,28200000,34700,28200000,97,5.7,34292,"5","4",1175941264,4423668
"1449",1694,129,33200000,22300000,10900000,106,6.4,72200,"8","8",5212840000,9313800
"1450",1695,130,14400000,6700000,7700000,114,5.6,4171,"5","4",17397241,542230
"1451",1696,130,16200000,4800000,11400000,88,5.8,17487,"5","4",305795169,2273310
"1452",1697,130,20100000,16900000,3200000,99,5.3,16085,"5","4",258727225,2091050
"1453",1698,130,27800000,16200000,11600000,99,6.2,64047,"8","4",4102018209,8326110
"1454",1699,130,29300000,14500000,14800000,106,7,78888,"8","8",6223316544,10255440
"1455",1700,130,32600000,25900000,6700000,100,6.5,87518,"8","8",7659400324,11377340
"1456",1701,130,34700000,11200000,23500000,120,7.3,75974,"6","2",5772048676,9876620
"1457",1702,130,27200000,12000000,15200000,101,5.1,27266,"5","4",743434756,3544580
"1458",1703,130,32600000,25900000,6700000,94,5.9,2224,"5","4",4946176,289120
"1459",1704,130,27700000,17700000,10000000,115,7.7,106223,"6","2",11283325729,13808990
"1460",1705,130,29300000,777000,28600000,140,5.7,19178,"7","1",367795684,2493140
"1461",1706,130,29900000,14900000,15000000,105,5.9,52622,"5","4",2769074884,6840860
"1462",1707,131,27900000,137000,27800000,118,6.7,1755,"6","2",3080025,229905
"1463",1708,131,28400000,4300000,24100000,158,5.8,18827,"7","1",354455929,2466337
"1464",1709,131,16200000,5600000,10600000,91,7,16291,"8","8",265396681,2134121
"1465",1710,131,2.2e+07,20700000,1300000,111,5.3,16709,"5","4",279190681,2188879
"1466",1711,131,27600000,24400000,3200000,98,6,23220,"5","4",539168400,3041820
"1467",1712,131,30700000,19500000,11200000,87,6,21556,"5","4",464661136,2823836
"1468",1713,131,29500000,6800000,22800000,121,7.1,66378,"6","2",4406038884,8695518
"1469",1714,131,27400000,22500000,4900000,100,5.9,68162,"5","4",4646058244,8929222
"1470",1715,131,2.7e+07,24000000,3000000,86,5.8,58252,"5","4",3393295504,7631012
"1471",1716,131,3.2e+07,25700000,6300000,105,5.8,47115,"5","4",2219823225,6172065
"1472",1717,131,30200000,12200000,18000000,119,7.1,41617,"6","2",1731974689,5451827
"1473",1718,132,28200000,2300000,25900000,138,7.1,39657,"6","2",1572677649,5234724
"1474",1719,132,13700000,13600000,127000,84,5.2,11944,"5","4",142659136,1576608
"1475",1720,132,15700000,4600000,11100000,121,7.2,17741,"6","2",314743081,2341812
"1476",1721,132,21800000,3400000,18400000,99,7.6,27155,"8","8",737394025,3584460
"1477",1722,132,25200000,18300000,6900000,126,7.3,37519,"6","2",1407675361,4952508
"1478",1723,132,30600000,11200000,19400000,102,6.4,86265,"8","8",7441650225,11386980
"1479",1724,132,26100000,12600000,13500000,100,7.3,123904,"8","8",15352201216,16355328
"1480",1725,132,33700000,66100,33600000,131,6.9,17892,"6","2",320123664,2361744
"1481",1726,132,28800000,1200000,27600000,155,5.5,7462,"7","1",55681444,984984
"1482",1727,132,25600000,17500000,8100000,113,5.5,14955,"5","4",223652025,1974060
"1483",1728,132,29400000,17700000,11600000,104,6.9,58656,"8","8",3440526336,7742592
"1484",1729,133,25200000,2000000,23200000,139,6.2,8762,"6","1",76772644,1165346
"1485",1730,133,21600000,13000000,8600000,114,7,50660,"6","2",2566435600,6737780
"1486",1731,133,27100000,23100000,4000000,85,5.1,28809,"5","3",829958481,3831597
"1487",1732,133,29400000,24300000,5000000,133,7.4,102290,"6","2",10463244100,13604570
"1488",1733,133,29400000,23600000,5800000,97,6.3,85531,"8","4",7315551961,11375623
"1489",1734,133,29900000,2100000,27800000,167,7.1,40690,"7","1",1655676100,5411770
"1490",1735,133,30900000,15400000,15400000,89,7.6,5838,"8","8",34082244,776454
"1491",1736,133,2.5e+07,9200000,15800000,99,7.6,100391,"8","8",10078352881,13352003
"1492",1737,133,27200000,1000,27200000,85,5.7,5080,"5","4",25806400,675640
"1493",1738,133,28300000,16400000,11900000,138,7.2,134143,"6","2",17994344449,17841019
"1494",1739,134,27400000,4000000,23400000,95,6.6,51367,"8","8",2638568689,6883178
"1495",1740,134,13100000,13000000,82800,88,5.6,4368,"5","4",19079424,585312
"1496",1741,134,15300000,451000,14800000,90,6.8,53,"8","8",2809,7102
"1497",1742,134,19300000,19200000,183000,90,6.6,20117,"8","8",404693689,2695678
"1498",1743,134,23600000,22200000,1400000,116,7.3,37023,"6","2",1370702529,4961082
"1499",1744,134,2.7e+07,24100000,2800000,97,7.3,125472,"8","8",15743222784,16813248
"1500",1745,134,27300000,21500000,5800000,90,6.2,20202,"5","4",408120804,2707068
"1501",1746,134,29500000,25500000,4000000,129,6.3,44713,"6","2",1999252369,5991542
"1502",1747,134,30800000,3200000,27700000,120,7.6,125479,"6","2",15744979441,16814186
"1503",1748,134,25800000,2100000,23700000,120,7.5,59495,"6","2",3539655025,7972330
"1504",1749,134,26400000,17400000,9000000,97,6.3,66307,"8","8",4396618249,8885138
"1505",1750,134,25300000,15200000,10200000,94,5.8,11752,"5","4",138109504,1574768
"1506",1751,134,2.6e+07,12500000,13400000,133,7.2,47330,"6","2",2240128900,6342220
"1507",1752,135,13100000,6100000,7000000,119,6.7,30458,"6","2",927689764,4111830
"1508",1753,135,14900000,14300000,595000,98,5.3,20695,"5","4",428283025,2793825
"1509",1754,135,19500000,15600000,3900000,87,5.2,24194,"5","4",585349636,3266190
"1510",1755,135,19200000,15600000,3700000,98,4.6,13851,"5","3",191850201,1869885
"1511",1756,135,21300000,14100000,7200000,91,4.9,20538,"5","3",421809444,2772630
"1512",1757,135,22900000,10200000,12800000,127,5.9,62778,"6","2",3941077284,8475030
"1513",1758,135,27300000,26200000,1100000,103,6.5,16285,"8","8",265201225,2198475
"1514",1759,135,26700000,7400000,19300000,85,2.8,4370,"7","3",19096900,589950
"1515",1760,135,2.7e+07,9700000,17300000,122,6.8,52566,"6","2",2763184356,7096410
"1516",1761,135,24700000,20200000,4600000,107,6.5,17781,"8","8",316163961,2400435
"1517",1762,135,25300000,17600000,7700000,93,7,56149,"8","8",3152710201,7580115
"1518",1763,135,25200000,15600000,9700000,46,7.4,947,"7","8",896809,127845
"1519",1764,135,27100000,14400000,12700000,96,6.1,77957,"8","4",6077293849,10524195
"1520",1765,136,25200000,6900000,18300000,83,6.2,83694,"5","4",7004685636,11382384
"1521",1766,136,14800000,13900000,876000,89,6.3,16130,"8","8",260176900,2193680
"1522",1767,136,19300000,9700000,9600000,89,5.9,52662,"5","4",2773286244,7162032
"1523",1768,136,21600000,19700000,1900000,100,5.4,21923,"5","4",480617929,2981528
"1524",1769,136,26500000,8100000,18500000,125,7.5,85976,"6","2",7391872576,11692736
"1525",1770,136,2.3e+07,16100000,6900000,107,5.6,12633,"5","4",159592689,1718088
"1526",1771,136,28900000,3800000,25100000,128,7.5,32536,"6","2",1058591296,4424896
"1527",1772,136,24300000,2300000,21900000,101,6.9,105836,"8","8",11201258896,14393696
"1528",1773,137,12600000,5100000,7500000,90,5.9,13810,"5","4",190716100,1891970
"1529",1774,137,12600000,5100000,7500000,134,4.7,720,"7","1",518400,98640
"1530",1775,137,18600000,17600000,991000,90,6,7056,"5","4",49787136,966672
"1531",1776,137,2.6e+07,20300000,5600000,105,6.7,21142,"8","8",446984164,2896454
"1532",1777,137,26800000,20600000,6200000,102,6.2,33640,"8","4",1131649600,4608680
"1533",1778,137,22900000,16000000,7000000,88,5.7,28808,"5","4",829900864,3946696
"1534",1779,137,26300000,21100000,5200000,105,5.4,56138,"5","4",3151475044,7690906
